Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Finished Goods,Raw Materials,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Capital Lease Obligations,Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Capital Lease Obligation,Long Term Provisions,Other Current Liabilities,Other Current Borrowings,Total Tax Payable,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Construction In Progress,Other Properties,Hedging Assets Current,Other Inventories,Work In Process,Other Receivables,Treasury Shares Number,Current Capital Lease Obligation,Other Short Term Investments,Cash Financial,Treasury Stock,Non Current Deferred Taxes Liabilities,Receivables Adjustments Allowances,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Cash Equivalents,Dividends Payable,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
131116370.0,166521283.0,2667943000.0,3119337000.0,-1984498000.0,3894654000.0,415301000.0,-1984498000.0,1017071000.0,3778404000.0,1017071000.0,1017071000.0,32691000.0,,2150361000.0,805240000.0,1665000.0,1665000.0,,5749246000.0,3756791000.0,145644000.0,,,2956806000.0,2761333000.0,1992455000.0,13635000.0,13635000.0,162531000.0,116250000.0,372506000.0,1391029000.0,818674000.0,572355000.0,572355000.0,6766317000.0,4358561000.0,234214000.0,,3001569000.0,657780000.0,2343789000.0,366443000.0,,366443000.0,,,,,2407756000.0,98150000.0,,,,,2099966000.0,745924000.0,209640000.0,209640000.0,BAH,241754000.0,,,,654341000.0,,195473000.0,,52754000.0,116250000.0,,,,696602000.0,696602000.0,59733000.0,,,366443000.0,,,,1354108000.0,35404913.0,46281000.0,,,1972886000.0,654341000.0,-66000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131637588.0,165872332.0,2407283000.0,3061527000.0,-2032012000.0,3804147000.0,391004000.0,-2032012000.0,992002000.0,3762897000.0,992002000.0,992002000.0,29333000.0,,2051455000.0,769460000.0,1659000.0,1659000.0,,5558650000.0,3661596000.0,139934000.0,,,2969039000.0,2770895000.0,1897054000.0,18995000.0,18995000.0,92488000.0,41250000.0,445205000.0,1316640000.0,718832000.0,597808000.0,597808000.0,6550652000.0,4262594000.0,222361000.0,,3024014000.0,685615000.0,2338399000.0,382984000.0,-293926000.0,676910000.0,230854000.0,,,0.0,2288058000.0,,,,,,1774830000.0,551666000.0,404862000.0,404862000.0,BAH,249382000.0,0.0,,,552623000.0,,198144000.0,,23726000.0,41250000.0,,,,573780000.0,573780000.0,59455000.0,,,187798000.0,,,,1223482000.0,34234744.0,51238000.0,,,1859905000.0,552623000.0,-318000.0,,,,258258000.0,,,,,,,,,,,,108366000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313015777.0,683560199.0,4081000000.0,5800000000.0,1898000000.0,13108000000.0,1140000000.0,1898000000.0,7308000000.0,12827000000.0,7377000000.0,7308000000.0,-893000000.0,-893000000.0,11386000000.0,,1352000000.0,1352000000.0,,12521000000.0,7137000000.0,382000000.0,645000000.0,,5519000000.0,5519000000.0,5384000000.0,,,281000000.0,281000000.0,,3514000000.0,257000000.0,3257000000.0,3257000000.0,19898000000.0,13374000000.0,633000000.0,226000000.0,5410000000.0,1199000000.0,4211000000.0,6979000000.0,-4183000000.0,11162000000.0,7766000000.0,1804000000.0,206000000.0,0.0,6524000000.0,225000000.0,,1498000000.0,,1092000000.0,3050000000.0,2050000000.0,1719000000.0,1719000000.0,BALL,,69000000.0,,,591000000.0,,,,1589000000.0,,,41000000.0,,85000000.0,85000000.0,,,1041000000.0,345000000.0,,,494000000.0,1013000000.0,370544422.0,,,,4537000000.0,591000000.0,-13000000.0,,,,,,,,,,,2050000000.0,,,226000000.0,,,0.0,,32000000.0,,,,,,,,,,,,,,,,,,,,,-88000000.0,,,,,,,,,,,,
315690035.0,683241401.0,7874000000.0,8569000000.0,-1830000000.0,12338000000.0,-1302000000.0,-1830000000.0,3769000000.0,11273000000.0,3837000000.0,3769000000.0,-916000000.0,-916000000.0,7763000000.0,,1312000000.0,1312000000.0,,15466000000.0,9281000000.0,458000000.0,898000000.0,,7504000000.0,7504000000.0,6185000000.0,,,1065000000.0,1065000000.0,,4086000000.0,333000000.0,3753000000.0,3753000000.0,19303000000.0,14420000000.0,634000000.0,212000000.0,5599000000.0,1309000000.0,4290000000.0,7820000000.0,-4618000000.0,12438000000.0,8119000000.0,2418000000.0,221000000.0,0.0,4883000000.0,295000000.0,,1559000000.0,,1209000000.0,2334000000.0,1197000000.0,695000000.0,695000000.0,BALL,,68000000.0,,,421000000.0,,,,1034000000.0,,,41000000.0,,114000000.0,114000000.0,,,1240000000.0,440000000.0,,,440000000.0,1152000000.0,367551366.0,,,,4390000000.0,421000000.0,-15000000.0,,,,,,,,,,,1197000000.0,,,212000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,-90000000.0,,,,,,,,,,,,
315234058.0,682896369.0,8246000000.0,10052000000.0,-1599000000.0,13519000000.0,-1307000000.0,-1599000000.0,3938000000.0,11413000000.0,4008000000.0,3938000000.0,-642000000.0,-642000000.0,7673000000.0,,1304000000.0,1304000000.0,,15924000000.0,9209000000.0,103000000.0,813000000.0,,7848000000.0,7475000000.0,6715000000.0,,,2204000000.0,2106000000.0,,3604000000.0,310000000.0,3294000000.0,3294000000.0,19932000000.0,14524000000.0,629000000.0,200000000.0,5537000000.0,1315000000.0,4222000000.0,7714000000.0,-4427000000.0,12141000000.0,7916000000.0,2349000000.0,217000000.0,0.0,5408000000.0,326000000.0,,1688000000.0,,1251000000.0,2059000000.0,871000000.0,1335000000.0,1335000000.0,BALL,471000000.0,70000000.0,,,445000000.0,,373000000.0,,907000000.0,2106000000.0,,372000000.0,,72000000.0,72000000.0,,,1209000000.0,450000000.0,,,537000000.0,1188000000.0,367662311.0,98000000.0,,,4397000000.0,445000000.0,,,,,,,,,,,-12000000.0,883000000.0,,,200000000.0,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-100000000.0,,,,,,,,,,,,
314935821.0,682728458.0,8786000000.0,10215000000.0,-1799000000.0,13577000000.0,-1491000000.0,-1799000000.0,3836000000.0,11334000000.0,3905000000.0,3836000000.0,-582000000.0,-582000000.0,7533000000.0,,1291000000.0,1291000000.0,,16266000000.0,9340000000.0,102000000.0,840000000.0,,7874000000.0,7498000000.0,6926000000.0,,,2341000000.0,2243000000.0,,3700000000.0,267000000.0,3433000000.0,3433000000.0,20171000000.0,14736000000.0,720000000.0,201000000.0,5635000000.0,1366000000.0,4269000000.0,7736000000.0,-4333000000.0,12069000000.0,7626000000.0,2351000000.0,221000000.0,0.0,5435000000.0,207000000.0,,1982000000.0,,1405000000.0,2291000000.0,1041000000.0,955000000.0,955000000.0,BALL,474000000.0,69000000.0,,,524000000.0,,376000000.0,,885000000.0,2243000000.0,,382000000.0,,62000000.0,62000000.0,,,1415000000.0,456000000.0,,,673000000.0,1261000000.0,367792637.0,98000000.0,,,4406000000.0,524000000.0,-11000000.0,,,,,,,,,,,1041000000.0,,,201000000.0,201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-96000000.0,,,,,,,,,,,,
314487140.0,682416161.0,9095000000.0,10101000000.0,-2005000000.0,13306000000.0,-1713000000.0,-2005000000.0,3639000000.0,10952000000.0,3708000000.0,3639000000.0,-637000000.0,-637000000.0,7422000000.0,,1268000000.0,1268000000.0,,16401000000.0,9181000000.0,155000000.0,824000000.0,,7655000000.0,7313000000.0,7220000000.0,,,2446000000.0,2354000000.0,,3897000000.0,250000000.0,3647000000.0,3647000000.0,20109000000.0,14602000000.0,702000000.0,198000000.0,5644000000.0,1389000000.0,4255000000.0,7621000000.0,-4201000000.0,11822000000.0,7397000000.0,2185000000.0,189000000.0,0.0,5507000000.0,183000000.0,,2191000000.0,,1453000000.0,2561000000.0,1260000000.0,572000000.0,572000000.0,BALL,434000000.0,69000000.0,,,547000000.0,,342000000.0,,877000000.0,2354000000.0,,367000000.0,,70000000.0,70000000.0,,,1633000000.0,418000000.0,,,828000000.0,1313000000.0,367929021.0,92000000.0,,,4414000000.0,547000000.0,-12000000.0,,,,,,,,,,,1260000000.0,,,198000000.0,198000000.0,,,,,,,,,,,198000000.0,,,,,,,,,,,,,,-90000000.0,,,,,,,,,,,,
390695969.0,414739972.0,,,2218000000.0,,-164000000.0,2218000000.0,2218000000.0,2218000000.0,2227000000.0,2218000000.0,,,,,,,,978000000.0,0.0,,,,,,978000000.0,,,,,,978000000.0,,978000000.0,710000000.0,3205000000.0,2391000000.0,77000000.0,2314000000.0,,,,,,,,,,,814000000.0,,,,,,805000000.0,,9000000.0,9000000.0,BAM,,,,,,,,,,,,,,,,,,,,,,,,24044003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805000000.0,,268000000.0,,,,,,,,,,,,,
388754746.0,413047533.0,247000000.0,256000000.0,2076000000.0,2332000000.0,-225000000.0,2076000000.0,2076000000.0,2076000000.0,2085000000.0,2076000000.0,3000000.0,3000000.0,-35000000.0,403000000.0,2354000000.0,2354000000.0,,1120000000.0,0.0,,,,,,1120000000.0,,,256000000.0,256000000.0,,864000000.0,,864000000.0,859000000.0,3205000000.0,2310000000.0,40000000.0,2270000000.0,,,,,,,,,,,895000000.0,,,,,,886000000.0,,9000000.0,9000000.0,BAM,,9000000.0,,,,,,,,,,,,,,,,,,,,,,24292787.0,,,9000000.0,649000000.0,,,,,,,,,,,,,,,,2270000000.0,,,,,,,,,,,,2270000000.0,,256000000.0,,,,,,,,,886000000.0,,5000000.0,,,,,,,,,,,,,
390064767.0,412817386.0,177000000.0,189000000.0,2158000000.0,2347000000.0,-168000000.0,2158000000.0,2158000000.0,2158000000.0,2167000000.0,2158000000.0,0.0,,-4000000.0,395000000.0,2357000000.0,2357000000.0,,1003000000.0,0.0,,,,,,1003000000.0,,,189000000.0,189000000.0,,814000000.0,,814000000.0,761000000.0,3170000000.0,2335000000.0,41000000.0,2294000000.0,,,,,,,,,,,835000000.0,,,,,,823000000.0,,12000000.0,12000000.0,BAM,,9000000.0,,,,,,,,189000000.0,,,,,,,,,,,,,,22752619.0,,,12000000.0,590000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823000000.0,,53000000.0,,,,,,,,,,,,,
391667971.0,412607587.0,112000000.0,124000000.0,2225000000.0,2349000000.0,-112000000.0,2225000000.0,2225000000.0,2225000000.0,2234000000.0,2225000000.0,4000000.0,4000000.0,-1000000.0,383000000.0,2356000000.0,2356000000.0,,934000000.0,0.0,2047000000.0,,,195000000.0,195000000.0,934000000.0,,,124000000.0,124000000.0,,810000000.0,,810000000.0,766000000.0,3168000000.0,2346000000.0,41000000.0,2305000000.0,324000000.0,59000000.0,265000000.0,65000000.0,,,,,,,822000000.0,,,,,,810000000.0,510000000.0,12000000.0,12000000.0,BAM,,9000000.0,,,15000000.0,,,,,124000000.0,,,,750000000.0,750000000.0,,,,,,,,,20939616.0,,,,517000000.0,15000000.0,,,74000000.0,,,,,,,,,,,,5856000000.0,1681000000.0,,,,,,,,,,74000000.0,,2032000000.0,,,,1480000000.0,,,,,,810000000.0,,44000000.0,,,1434000000.0,,4175000000.0,,,,,,,,
392430781.0,412449287.0,83000000.0,95000000.0,2320000000.0,2415000000.0,-86000000.0,2320000000.0,2320000000.0,2320000000.0,2329000000.0,2320000000.0,159000000.0,159000000.0,17000000.0,374000000.0,2411000000.0,2411000000.0,,973000000.0,0.0,18000000.0,,,,,973000000.0,,,95000000.0,95000000.0,,878000000.0,,878000000.0,873000000.0,3302000000.0,2415000000.0,41000000.0,2374000000.0,320000000.0,55000000.0,265000000.0,67000000.0,,,,,,,887000000.0,,,,,,875000000.0,564000000.0,12000000.0,12000000.0,BAM,,9000000.0,,,18000000.0,,,,,95000000.0,,,,737000000.0,,,,,,,,,,20018506.0,,,12000000.0,482000000.0,18000000.0,,,,,,,,,,,,,,,2374000000.0,,,,,,,,,,,,2374000000.0,,,,,,,,,,,875000000.0,,5000000.0,,,,,,,,,,,,,
79496221.0,94382317.0,,26757919000.0,29234505000.0,58705344000.0,,29234505000.0,32460004000.0,58705344000.0,33107065000.0,32460004000.0,,,4572444000.0,228239000.0,1318993000.0,1318993000.0,,205733123000.0,,,1082059000.0,,26757919000.0,26245340000.0,,,,,,,6147893000.0,,6147893000.0,4017820000.0,238840188000.0,,,47234535000.0,3225499000.0,2427017000.0,798482000.0,1958159000.0,-2800289000.0,4758448000.0,1252369000.0,1140644000.0,327113000.0,,,,,,,,12497653000.0,1492797000.0,,33850268000.0,BAP,512579000.0,647061000.0,,,107517000.0,,512579000.0,1029766000.0,,,727052000.0,,,,,,,117255000.0,972894000.0,,,,7833969000.0,14886096.0,,32774078000.0,5227446000.0,208033000.0,107517000.0,,,,13711794000.0,948173000.0,,62976000.0,1340045000.0,727052000.0,,,,,,748663000.0,,348578000.0,,,,,26548361000.0,,,,,,,,,3170887000.0,,,,,,,,,,,,,,,,,,,,,,
79533000.0,94382000.0,,25408043000.0,28149096000.0,56675635000.0,,28149096000.0,31267592000.0,56675635000.0,31907056000.0,31267592000.0,-29526000.0,-29526000.0,3721658000.0,225338000.0,1318993000.0,1318993000.0,,206551602000.0,,,,,25408043000.0,25408043000.0,,,,,,,1496744000.0,,1496744000.0,1496744000.0,238458658000.0,,,52621915000.0,3118496000.0,,,1752950000.0,,,,,,,,,,,,,,,,32955460000.0,BAP,,639464000.0,,,,,,,,,,,,,,,,,,,,,,14849000.0,,35475821000.0,,208033000.0,,,,,16438637000.0,,,,,,,,,,,707457000.0,,,,,,,26239162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79533000.0,94382000.0,,24297987000.0,26980190000.0,54325023000.0,,26980190000.0,30027036000.0,54325023000.0,30638653000.0,30027036000.0,-13015000.0,-13015000.0,2476497000.0,231019000.0,1318993000.0,1318993000.0,,203986650000.0,,,,,24297987000.0,24297987000.0,,,,,,,1348783000.0,,1348783000.0,1348783000.0,234625303000.0,,,49500819000.0,3046846000.0,,,1749132000.0,,,,,,,,,,,,,,,,33191130000.0,BAP,,611617000.0,,,,,,,,,,,,,,,,,,,,,,14849000.0,,33344169000.0,,208035000.0,,,,,15481027000.0,,,,,,,,,,,675623000.0,,,,,,,26221577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79495000.0,94382000.0,,24512680000.0,27417531000.0,54872578000.0,,27417531000.0,30359898000.0,54872578000.0,30934494000.0,30359898000.0,-403391000.0,-403391000.0,5823147000.0,226189000.0,1318993000.0,1318993000.0,,207389839000.0,,,,,24512680000.0,24512680000.0,,,,,,,1204086000.0,,1204086000.0,1204086000.0,238324333000.0,,,49185470000.0,2942367000.0,,,1786992000.0,,,,,,,,,,,,,107619000.0,107619000.0,,35105053000.0,BAP,,574596000.0,,,,,,,,,,,,,,,,,,,,,,14887000.0,,33395987000.0,,208041000.0,,,,,15128742000.0,,,,,,,,,,,660741000.0,,,,,,,23603001000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509564451.0,683494944.0,10700000000.0,14170000000.0,-4162000000.0,21899000000.0,3035000000.0,-4162000000.0,8173000000.0,19265000000.0,8235000000.0,8173000000.0,-3722000000.0,-3722000000.0,16003000000.0,6339000000.0,683000000.0,683000000.0,,19553000000.0,13188000000.0,1652000000.0,,,11536000000.0,11092000000.0,6365000000.0,,,2634000000.0,2634000000.0,,3731000000.0,2402000000.0,1329000000.0,1329000000.0,27788000000.0,18388000000.0,1152000000.0,,12335000000.0,5905000000.0,6430000000.0,4901000000.0,-6827000000.0,11728000000.0,,,,,9400000000.0,865000000.0,,2988000000.0,1922000000.0,750000000.0,2521000000.0,2521000000.0,3026000000.0,3026000000.0,BAX,444000000.0,62000000.0,,,,,444000000.0,,,,,,,,,,,,11728000000.0,,,316000000.0,,173930493.0,,,,11130000000.0,,,,,,,,,,,,-121000000.0,2642000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507633051.0,683494944.0,10604000000.0,14364000000.0,-4191000000.0,22200000000.0,3097000000.0,-4191000000.0,8402000000.0,19532000000.0,8468000000.0,8402000000.0,-3554000000.0,-3554000000.0,16114000000.0,6389000000.0,683000000.0,683000000.0,,19808000000.0,13305000000.0,178000000.0,919000000.0,919000000.0,11568000000.0,11130000000.0,6503000000.0,148000000.0,148000000.0,2796000000.0,2668000000.0,685000000.0,2764000000.0,961000000.0,1803000000.0,1241000000.0,28276000000.0,18676000000.0,239000000.0,194000000.0,12593000000.0,6079000000.0,6514000000.0,4957000000.0,-6790000000.0,11747000000.0,6693000000.0,1791000000.0,149000000.0,0.0,9600000000.0,387000000.0,,2824000000.0,1808000000.0,731000000.0,2743000000.0,2690000000.0,3194000000.0,3194000000.0,BAX,566000000.0,66000000.0,,125000000.0,493000000.0,46000000.0,438000000.0,22000000.0,110000000.0,2668000000.0,415000000.0,129000000.0,,384000000.0,384000000.0,180000000.0,,950000000.0,2164000000.0,51000000.0,,285000000.0,53000000.0,175861893.0,128000000.0,,,11230000000.0,447000000.0,,,,,,,147000000.0,,268000000.0,,-129000000.0,2819000000.0,,,,,401000000.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507296322.0,683494944.0,10705000000.0,16929000000.0,-4536000000.0,24594000000.0,5825000000.0,-4536000000.0,8101000000.0,22168000000.0,8166000000.0,8101000000.0,-3716000000.0,-3716000000.0,16015000000.0,6368000000.0,683000000.0,683000000.0,,22490000000.0,16281000000.0,1778000000.0,,,14503000000.0,14067000000.0,6209000000.0,,,2426000000.0,2426000000.0,,3783000000.0,2537000000.0,1246000000.0,1246000000.0,30656000000.0,18622000000.0,1188000000.0,,12637000000.0,6230000000.0,6407000000.0,4797000000.0,-6585000000.0,11382000000.0,,,,,12034000000.0,861000000.0,,2873000000.0,1859000000.0,713000000.0,2512000000.0,2512000000.0,5788000000.0,5788000000.0,BAX,436000000.0,65000000.0,,,,,436000000.0,,,1912000000.0,,,,,,,,,11382000000.0,,,301000000.0,,176198622.0,,,,11249000000.0,,,514000000.0,,,,,,,,,-132000000.0,2644000000.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506369762.0,683494944.0,14761000000.0,16921000000.0,-7319000000.0,22052000000.0,2440000000.0,-7319000000.0,5569000000.0,19875000000.0,5631000000.0,5569000000.0,-3814000000.0,-3814000000.0,13655000000.0,6341000000.0,683000000.0,683000000.0,,22254000000.0,16489000000.0,1622000000.0,,,14744000000.0,14306000000.0,5765000000.0,,,2177000000.0,2177000000.0,,3518000000.0,2278000000.0,1240000000.0,1240000000.0,27885000000.0,19680000000.0,1765000000.0,,12888000000.0,6470000000.0,6418000000.0,5027000000.0,-6534000000.0,11561000000.0,,,,,8205000000.0,858000000.0,,2897000000.0,1839000000.0,742000000.0,2495000000.0,2495000000.0,1722000000.0,1722000000.0,BAX,438000000.0,62000000.0,,,,,438000000.0,,70000000.0,1928000000.0,,,,,,,,,11561000000.0,,,316000000.0,,177125182.0,,,,11296000000.0,,,249000000.0,,,,,,,,,-128000000.0,2623000000.0,,,,,,123000000.0,,233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505836295.0,683494944.0,14758000000.0,16889000000.0,-7629000000.0,22310000000.0,3339000000.0,-7629000000.0,5879000000.0,21157000000.0,5941000000.0,5879000000.0,-3739000000.0,-3739000000.0,13947000000.0,6312000000.0,683000000.0,683000000.0,,22350000000.0,17590000000.0,1854000000.0,,,15736000000.0,15278000000.0,4760000000.0,,,1153000000.0,1153000000.0,,3607000000.0,2317000000.0,1290000000.0,1290000000.0,28291000000.0,20192000000.0,1130000000.0,,13508000000.0,6640000000.0,6868000000.0,5554000000.0,-6622000000.0,12176000000.0,,,,,8099000000.0,957000000.0,,2922000000.0,1794000000.0,812000000.0,2547000000.0,2547000000.0,1673000000.0,1673000000.0,BAX,458000000.0,62000000.0,,,,,458000000.0,,,1103000000.0,,,,,,,,,12176000000.0,,,316000000.0,,177658649.0,,,,11324000000.0,,,50000000.0,,,,,,,,,-122000000.0,2669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225940592.0,240940592.0,3304000000.0,5573000000.0,-2420000000.0,2761000000.0,826000000.0,-2420000000.0,-1627000000.0,2761000000.0,-1626000000.0,-1627000000.0,75000000.0,75000000.0,-1838000000.0,838000000.0,120000000.0,120000000.0,0.0,7089000000.0,5800000000.0,261000000.0,,,5392000000.0,4388000000.0,1289000000.0,198000000.0,198000000.0,181000000.0,,,910000000.0,260000000.0,650000000.0,380000000.0,5463000000.0,3348000000.0,135000000.0,,793000000.0,165000000.0,628000000.0,2276000000.0,-1903000000.0,4179000000.0,1821000000.0,319000000.0,90000000.0,0.0,2115000000.0,97000000.0,,710000000.0,558000000.0,152000000.0,224000000.0,224000000.0,1084000000.0,1084000000.0,BBWI,1185000000.0,1000000.0,,,147000000.0,,1004000000.0,,,,270000000.0,,,144000000.0,144000000.0,,,43000000.0,1056000000.0,,,,,15000000.0,181000000.0,,,822000000.0,147000000.0,,,,,850000000.0,,,,120000000.0,,,,,,,,,,,,,,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227000000.0,242000000.0,4085000000.0,5709000000.0,-2918000000.0,2372000000.0,550000000.0,-2918000000.0,-2125000000.0,2372000000.0,-2124000000.0,-2125000000.0,75000000.0,75000000.0,-2329000000.0,831000000.0,120000000.0,120000000.0,0.0,7367000000.0,5958000000.0,274000000.0,,,5517000000.0,4497000000.0,1409000000.0,,,192000000.0,,,1217000000.0,590000000.0,627000000.0,627000000.0,5243000000.0,3284000000.0,145000000.0,,793000000.0,165000000.0,628000000.0,2311000000.0,-1877000000.0,4188000000.0,,,,,1959000000.0,145000000.0,,1205000000.0,1035000000.0,170000000.0,197000000.0,197000000.0,412000000.0,412000000.0,BBWI,1212000000.0,1000000.0,,,167000000.0,,1020000000.0,,,,0.0,,,35000000.0,35000000.0,,,,4188000000.0,,,,,15000000.0,192000000.0,,,822000000.0,167000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228000000.0,243000000.0,3878000000.0,5891000000.0,-2948000000.0,2513000000.0,680000000.0,-2948000000.0,-2155000000.0,2513000000.0,-2154000000.0,-2155000000.0,77000000.0,77000000.0,-2358000000.0,827000000.0,121000000.0,121000000.0,0.0,7349000000.0,6136000000.0,264000000.0,,,5704000000.0,4668000000.0,1213000000.0,,,187000000.0,,,1026000000.0,518000000.0,508000000.0,508000000.0,5195000000.0,3302000000.0,155000000.0,,793000000.0,165000000.0,628000000.0,2316000000.0,-1822000000.0,4138000000.0,,,,,1893000000.0,132000000.0,,818000000.0,638000000.0,180000000.0,153000000.0,153000000.0,790000000.0,790000000.0,BBWI,1223000000.0,1000000.0,,,168000000.0,,1036000000.0,,,,0.0,,,38000000.0,38000000.0,,,,4138000000.0,,,,,15000000.0,187000000.0,,,822000000.0,168000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229000000.0,244000000.0,3735000000.0,5978000000.0,-2964000000.0,2610000000.0,803000000.0,-2964000000.0,-2171000000.0,2610000000.0,-2170000000.0,-2171000000.0,77000000.0,77000000.0,-2366000000.0,818000000.0,122000000.0,122000000.0,0.0,7533000000.0,6256000000.0,275000000.0,,,5813000000.0,4781000000.0,1277000000.0,,,165000000.0,,,1112000000.0,585000000.0,527000000.0,426000000.0,5363000000.0,3283000000.0,158000000.0,,793000000.0,165000000.0,628000000.0,2295000000.0,-1770000000.0,4065000000.0,,,,,2080000000.0,118000000.0,,771000000.0,611000000.0,160000000.0,145000000.0,145000000.0,1046000000.0,1046000000.0,BBWI,1197000000.0,1000000.0,,,168000000.0,,1032000000.0,,,,101000000.0,,,37000000.0,37000000.0,,,,4065000000.0,,,,,15000000.0,165000000.0,,,822000000.0,168000000.0,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215395970.0,215395970.0,,3982000000.0,1670000000.0,4205000000.0,-12000000.0,1670000000.0,3053000000.0,4205000000.0,3053000000.0,3053000000.0,317000000.0,317000000.0,2683000000.0,31000000.0,22000000.0,22000000.0,0.0,11914000000.0,4005000000.0,654000000.0,,,3351000000.0,1152000000.0,7909000000.0,1253000000.0,1253000000.0,631000000.0,,486000000.0,5539000000.0,902000000.0,4637000000.0,4637000000.0,14967000000.0,7070000000.0,669000000.0,,1383000000.0,,1383000000.0,5018000000.0,-4816000000.0,9834000000.0,4002000000.0,,702000000.0,0.0,7897000000.0,553000000.0,,4958000000.0,4958000000.0,,939000000.0,939000000.0,1447000000.0,1447000000.0,BBY,2830000000.0,,,,,,2199000000.0,,,,,,,,,,,,2758000000.0,,,,,,631000000.0,,,,,,,,,2372000000.0,,,,,,-32000000.0,971000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
