Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Inventory,Finished Goods,Raw Materials,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Capital Lease Obligations,Minority Interest,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Capital Lease Obligation,Long Term Provisions,Other Current Liabilities,Other Current Borrowings,Total Tax Payable,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Construction In Progress,Other Properties,Hedging Assets Current,Other Inventories,Work In Process,Other Receivables,Treasury Shares Number,Current Capital Lease Obligation,Other Short Term Investments,Cash Financial,Treasury Stock,Non Current Deferred Taxes Liabilities,Receivables Adjustments Allowances,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Cash Equivalents,Dividends Payable,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
4204101659.0,4291433646.0,143181000000.0,172070000000.0,-97318000000.0,245132000000.0,-17558000000.0,-97318000000.0,97741000000.0,232182000000.0,99088000000.0,97741000000.0,-1428000000.0,-1428000000.0,88416000000.0,13524000000.0,429000000.0,429000000.0,0.0,285742000000.0,230065000000.0,18191000000.0,12226000000.0,,155214000000.0,134441000000.0,55677000000.0,,,16856000000.0,12950000000.0,,26140000000.0,,,,384830000000.0,346711000000.0,18147000000.0,929000000.0,195059000000.0,166417000000.0,28642000000.0,132576000000.0,-209277000000.0,341853000000.0,,,,,38119000000.0,8067000000.0,,2240000000.0,,,23602000000.0,23602000000.0,4210000000.0,4210000000.0,VZ,24679000000.0,1347000000.0,,,44434000000.0,,20773000000.0,,12681000000.0,12950000000.0,,,,,,,,,341853000000.0,,,,,87331987.0,3906000000.0,,,3828000000.0,44434000000.0,,,,,,,,,,,-957000000.0,24559000000.0,,,929000000.0,,,,,,,628000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204039985.0,4291433646.0,147895000000.0,177654000000.0,-95888000000.0,247891000000.0,-14016000000.0,-95888000000.0,95193000000.0,233064000000.0,96502000000.0,95193000000.0,-1921000000.0,-1921000000.0,86448000000.0,13523000000.0,429000000.0,429000000.0,0.0,283453000000.0,232049000000.0,17021000000.0,12357000000.0,,158616000000.0,137871000000.0,51404000000.0,,,19038000000.0,14827000000.0,,20067000000.0,,,,379955000000.0,342567000000.0,17856000000.0,1015000000.0,191081000000.0,162434000000.0,28647000000.0,132615000000.0,-206154000000.0,338769000000.0,,,,,37388000000.0,7503000000.0,,1896000000.0,,,23186000000.0,23186000000.0,4803000000.0,4803000000.0,VZ,24956000000.0,1309000000.0,,,44055000000.0,,20745000000.0,,12299000000.0,14827000000.0,,,,,,,,,338769000000.0,,,,,87393661.0,4211000000.0,,,3830000000.0,44055000000.0,,,,,,,,,,,-922000000.0,24108000000.0,,,1015000000.0,,,,,,,544000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200000000.0,4287442163.0,150619000000.0,178333000000.0,-97522000000.0,245736000000.0,-12046000000.0,-97522000000.0,92883000000.0,233655000000.0,94219000000.0,92883000000.0,-2177000000.0,-2177000000.0,84543000000.0,13523000000.0,429000000.0,429000000.0,0.0,283497000000.0,235729000000.0,17237000000.0,12750000000.0,,162075000000.0,140772000000.0,47768000000.0,,,16258000000.0,12081000000.0,,19273000000.0,,,,377716000000.0,341994000000.0,17603000000.0,1052000000.0,190405000000.0,161731000000.0,28674000000.0,132934000000.0,-203532000000.0,336466000000.0,,,,,35722000000.0,8251000000.0,,2381000000.0,,,22856000000.0,22856000000.0,2234000000.0,2234000000.0,VZ,25480000000.0,1336000000.0,,,43667000000.0,,21303000000.0,,12237000000.0,12081000000.0,,,,,,,,,336466000000.0,,,,,87442163.0,4177000000.0,,,3832000000.0,43667000000.0,,,,,,,,,,,-892000000.0,23748000000.0,,,1052000000.0,,,,,,,397000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176800000.0,226900000.0,3366000000.0,4000000000.0,-1383000000.0,14462000000.0,1646000000.0,-1383000000.0,10462000000.0,14459000000.0,10504000000.0,10462000000.0,-667000000.0,-667000000.0,5505000000.0,7967000000.0,2000000.0,2000000.0,,8243000000.0,5090000000.0,710000000.0,62000000.0,62000000.0,3997000000.0,3997000000.0,3153000000.0,645000000.0,645000000.0,3000000.0,3000000.0,344000000.0,2161000000.0,873000000.0,1288000000.0,1288000000.0,18747000000.0,13948000000.0,658000000.0,,11845000000.0,3115000000.0,8730000000.0,1445000000.0,,,,,,,4799000000.0,263000000.0,5000000.0,2356000000.0,747000000.0,1018000000.0,1541000000.0,997000000.0,634000000.0,634000000.0,WAB,,42000000.0,,,321000000.0,,,,,,,,,,,,,,,,,591000000.0,544000000.0,50100000.0,,,,2345000000.0,321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177800000.0,226900000.0,3449000000.0,4069000000.0,-1498000000.0,14556000000.0,799000000.0,-1498000000.0,10487000000.0,13775000000.0,10524000000.0,10487000000.0,-590000000.0,-590000000.0,5269000000.0,7977000000.0,2000000.0,2000000.0,,8464000000.0,4408000000.0,740000000.0,62000000.0,62000000.0,3288000000.0,3288000000.0,4056000000.0,804000000.0,804000000.0,781000000.0,781000000.0,341000000.0,2130000000.0,880000000.0,1250000000.0,1250000000.0,18988000000.0,14133000000.0,663000000.0,,11985000000.0,3205000000.0,8780000000.0,1485000000.0,-1190000000.0,2675000000.0,1600000000.0,838000000.0,100000000.0,0.0,4855000000.0,267000000.0,,2284000000.0,759000000.0,1062000000.0,1684000000.0,1160000000.0,620000000.0,620000000.0,WAB,,37000000.0,,,318000000.0,,,,,,,,,,,,,137000000.0,,,,463000000.0,524000000.0,49100000.0,,,,2171000000.0,318000000.0,,,,,,,,,,,-31000000.0,1191000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179160677.0,226960677.0,3662000000.0,4047000000.0,-1531000000.0,14373000000.0,743000000.0,-1531000000.0,10326000000.0,13614000000.0,10367000000.0,10326000000.0,-713000000.0,-713000000.0,5085000000.0,7965000000.0,2000000.0,2000000.0,,8433000000.0,4542000000.0,836000000.0,63000000.0,63000000.0,3288000000.0,3288000000.0,3891000000.0,679000000.0,679000000.0,759000000.0,759000000.0,308000000.0,2145000000.0,902000000.0,1243000000.0,1243000000.0,18800000000.0,14166000000.0,890000000.0,,11857000000.0,3267000000.0,8590000000.0,1419000000.0,,,,,,,4634000000.0,282000000.0,7000000.0,2246000000.0,738000000.0,990000000.0,1714000000.0,1104000000.0,385000000.0,385000000.0,WAB,,41000000.0,,,355000000.0,,,,,,,,,,,,,,,,,518000000.0,610000000.0,47800000.0,,,,2013000000.0,355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179100000.0,226900000.0,4026000000.0,4390000000.0,-1828000000.0,14578000000.0,490000000.0,-1828000000.0,10188000000.0,13589000000.0,10227000000.0,10188000000.0,-624000000.0,-624000000.0,4875000000.0,7949000000.0,2000000.0,2000000.0,,8758000000.0,4585000000.0,761000000.0,64000000.0,64000000.0,3401000000.0,3401000000.0,4173000000.0,731000000.0,731000000.0,989000000.0,989000000.0,249000000.0,2204000000.0,897000000.0,1307000000.0,1307000000.0,18985000000.0,14322000000.0,863000000.0,,12016000000.0,3359000000.0,8657000000.0,1443000000.0,,,,,,,4663000000.0,277000000.0,7000000.0,2317000000.0,766000000.0,1006000000.0,1698000000.0,1015000000.0,364000000.0,364000000.0,WAB,,39000000.0,,,359000000.0,,,,,,,,,,,,,,,,,545000000.0,683000000.0,47800000.0,,,,2014000000.0,359000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179800000.0,226900000.0,3754000000.0,4164000000.0,-1788000000.0,14249000000.0,331000000.0,-1788000000.0,10085000000.0,13274000000.0,10134000000.0,10085000000.0,-631000000.0,-631000000.0,4715000000.0,7940000000.0,2000000.0,2000000.0,,8535000000.0,4370000000.0,790000000.0,58000000.0,58000000.0,3189000000.0,3189000000.0,4165000000.0,697000000.0,697000000.0,975000000.0,975000000.0,295000000.0,2198000000.0,845000000.0,1353000000.0,1353000000.0,18669000000.0,14173000000.0,878000000.0,,11873000000.0,3333000000.0,8540000000.0,1422000000.0,,,,,,,4496000000.0,275000000.0,7000000.0,2228000000.0,723000000.0,995000000.0,1576000000.0,956000000.0,410000000.0,410000000.0,WAB,,49000000.0,,,333000000.0,,,,,,,,,,,,,,,,,510000000.0,620000000.0,47100000.0,,,,1941000000.0,333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59176000.0,162709000.0,1960437000.0,2442264000.0,-784292000.0,3505854000.0,963287000.0,-784292000.0,1150341000.0,3455854000.0,1150341000.0,1150341000.0,-134120000.0,-134120000.0,9150821000.0,2266265000.0,1627000.0,1627000.0,0.0,3476513000.0,2686933000.0,137812000.0,47559000.0,47559000.0,2364439000.0,2305513000.0,789580000.0,256675000.0,256675000.0,77825000.0,50000000.0,69391000.0,217012000.0,12050000.0,204962000.0,84705000.0,4626854000.0,2873987000.0,215690000.0,,1934633000.0,629187000.0,1305446000.0,723664000.0,-752132000.0,1475796000.0,28675000.0,488667000.0,35635000.0,0.0,1752867000.0,138489000.0,,516236000.0,262086000.0,233952000.0,702168000.0,702168000.0,395974000.0,395076000.0,WAT,86751000.0,,,137123000.0,,,58926000.0,,168677000.0,50000000.0,120257000.0,,,,,,,118492000.0,749321000.0,,,20198000.0,,103533000.0,27825000.0,898000.0,,10134252000.0,,,,,,55006000.0,,,,120257000.0,,-19335000.0,721503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59116000.0,162649000.0,2168851000.0,2591961000.0,-1033714000.0,3410787000.0,889497000.0,-1033714000.0,905522000.0,3360787000.0,905522000.0,905522000.0,-146297000.0,-146297000.0,8934616000.0,2249984000.0,1627000.0,1627000.0,0.0,3591658000.0,2846629000.0,133923000.0,41529000.0,41529000.0,2515434000.0,2455265000.0,745029000.0,275941000.0,275941000.0,76527000.0,50000000.0,43481000.0,203635000.0,11120000.0,192515000.0,79834000.0,4497180000.0,2862654000.0,221846000.0,,1939236000.0,631209000.0,1308027000.0,701572000.0,,701572000.0,,,,,1634526000.0,121528000.0,,544402000.0,277701000.0,241012000.0,631284000.0,631284000.0,337312000.0,336414000.0,WAT,86696000.0,,,155743000.0,,,60169000.0,,145445000.0,,112681000.0,,,,,,,,701572000.0,,,25689000.0,,103533000.0,26527000.0,898000.0,,10134408000.0,,,,,,,,,,112681000.0,,-14604000.0,645888000.0,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,
59046000.0,162576000.0,2300505000.0,2722962000.0,-1192003000.0,3401427000.0,871797000.0,-1192003000.0,771229000.0,3351427000.0,771229000.0,771229000.0,-128800000.0,-128800000.0,8800064000.0,2232055000.0,1626000.0,1626000.0,0.0,3776967000.0,2967580000.0,122585000.0,43565000.0,43565000.0,2647054000.0,2580198000.0,809387000.0,324665000.0,324665000.0,75908000.0,50000000.0,35522000.0,215621000.0,12409000.0,203212000.0,81918000.0,4548196000.0,2867012000.0,196157000.0,,1963232000.0,649731000.0,1313501000.0,707623000.0,,707623000.0,,,,,1681184000.0,120342000.0,,536828000.0,271495000.0,238392000.0,693436000.0,693436000.0,330578000.0,329693000.0,WAT,92764000.0,,,154376000.0,,,66856000.0,,157671000.0,,121294000.0,,,,,,,,707623000.0,,,26941000.0,,103530000.0,25908000.0,885000.0,,10133716000.0,,,,,,,,,,121294000.0,,-14954000.0,708390000.0,,,,,,,,,,,,,,,,,,50000000.0,,,,,,,,,,,,,,,,,,,,,,,
59020000.0,162550000.0,994100000.0,1566897000.0,-64534000.0,2079993000.0,971749000.0,-64534000.0,599823000.0,2029953000.0,599823000.0,599823000.0,-132796000.0,-132796000.0,8649510000.0,2214963000.0,1626000.0,1626000.0,0.0,2706997000.0,1905047000.0,120803000.0,42661000.0,42661000.0,1492387000.0,1430130000.0,801950000.0,306865000.0,306865000.0,74510000.0,50040000.0,25727000.0,256558000.0,12311000.0,244247000.0,93558000.0,3306820000.0,1533121000.0,192481000.0,,664357000.0,232715000.0,431642000.0,676283000.0,,676283000.0,,,,,1773699000.0,103981000.0,,499422000.0,257922000.0,217120000.0,683341000.0,683341000.0,486955000.0,486070000.0,WAT,86727000.0,,,249196000.0,,,62257000.0,,138290000.0,,150689000.0,,,,,,,,676283000.0,,,24380000.0,,103530000.0,24470000.0,885000.0,485170000.0,10133480000.0,,,,,,,900000.0,,,150689000.0,,-14855000.0,698196000.0,,,,,,,,,,,12311000.0,,,,,,,50040000.0,,,,,,,,,,,,,,,,,,,,,,,
862713366.0,1172513618.0,8804000000.0,33623000000.0,-15312000000.0,22957000000.0,-8354000000.0,-15312000000.0,13485000000.0,21020000000.0,15365000000.0,13485000000.0,-2897000000.0,-2897000000.0,26448000000.0,10627000000.0,12000000.0,12000000.0,0.0,68842000000.0,43927000000.0,7219000000.0,,,29347000000.0,7535000000.0,24915000000.0,,,4276000000.0,1937000000.0,,20639000000.0,7522000000.0,13117000000.0,12775000000.0,84207000000.0,67646000000.0,4130000000.0,3256000000.0,28797000000.0,12983000000.0,15814000000.0,31463000000.0,,31463000000.0,,,,,16561000000.0,1136000000.0,,8557000000.0,,,6200000000.0,6200000000.0,668000000.0,668000000.0,WBA,24151000000.0,1880000000.0,,,1238000000.0,,21812000000.0,,,1511000000.0,342000000.0,,,,,,,,31463000000.0,,,,,309800252.0,2339000000.0,,,20705000000.0,1238000000.0,,426000000.0,,,,,,,342000000.0,,,,,,3256000000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6123000000.0,,,,,,,,,,,
862166970.0,1172513618.0,8471000000.0,33737000000.0,-21978000000.0,28737000000.0,-8771000000.0,-21978000000.0,19482000000.0,27067000000.0,27758000000.0,19482000000.0,-2995000000.0,-2995000000.0,32573000000.0,10617000000.0,12000000.0,12000000.0,0.0,70065000000.0,43949000000.0,6587000000.0,,,29717000000.0,7585000000.0,26116000000.0,,,4020000000.0,1670000000.0,,22095000000.0,8226000000.0,13869000000.0,13593000000.0,97823000000.0,80478000000.0,2734000000.0,3400000000.0,41460000000.0,13276000000.0,28184000000.0,32884000000.0,,32884000000.0,,,,,17345000000.0,1135000000.0,,9454000000.0,,,5972000000.0,5972000000.0,784000000.0,784000000.0,WBA,24482000000.0,8276000000.0,,,1279000000.0,,22132000000.0,,1000000.0,1542000000.0,276000000.0,,,,,,,,32884000000.0,,,,,310346648.0,2350000000.0,,,20725000000.0,1279000000.0,,128000000.0,,,,,,,276000000.0,,,,,,3400000000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6366000000.0,,,,,,,,,,,
863673786.0,1172513618.0,8335000000.0,33534000000.0,-21801000000.0,29084000000.0,-9032000000.0,-21801000000.0,20021000000.0,28166000000.0,28490000000.0,20021000000.0,-2993000000.0,-2993000000.0,33058000000.0,10661000000.0,12000000.0,12000000.0,0.0,68138000000.0,43603000000.0,5755000000.0,,,30269000000.0,8145000000.0,24535000000.0,,,3265000000.0,918000000.0,,21270000000.0,8426000000.0,12844000000.0,12635000000.0,96628000000.0,81125000000.0,2553000000.0,3497000000.0,41822000000.0,13635000000.0,28187000000.0,33253000000.0,-12953000000.0,46206000000.0,9782000000.0,6683000000.0,1778000000.0,0.0,15503000000.0,1126000000.0,,8257000000.0,,,5381000000.0,5381000000.0,739000000.0,728000000.0,WBA,24471000000.0,8469000000.0,,,1318000000.0,,22124000000.0,,,68000000.0,209000000.0,,,,,,,5221000000.0,21667000000.0,,,,,308839832.0,2347000000.0,11000000.0,,20717000000.0,1318000000.0,,,,,1075000000.0,,,,209000000.0,,,,,,3497000000.0,,,,,,,,,,,,,,,850000000.0,,,,,,,,,,,,6261000000.0,,,,,,,,,,,
863261413.0,1172513618.0,11031000000.0,36439000000.0,-20887000000.0,32965000000.0,-9628000000.0,-20887000000.0,21063000000.0,29904000000.0,29519000000.0,21063000000.0,-2539000000.0,-2539000000.0,33654000000.0,10667000000.0,12000000.0,12000000.0,0.0,69086000000.0,42916000000.0,3830000000.0,,,31022000000.0,8841000000.0,26170000000.0,,,5417000000.0,3061000000.0,,20753000000.0,8578000000.0,12175000000.0,12029000000.0,98605000000.0,82063000000.0,2973000000.0,3527000000.0,41950000000.0,13579000000.0,28371000000.0,33613000000.0,,33613000000.0,,,,,16542000000.0,1565000000.0,,8164000000.0,,,5843000000.0,5843000000.0,970000000.0,871000000.0,WBA,24537000000.0,8456000000.0,,,1657000000.0,,22181000000.0,,,2914000000.0,146000000.0,,,,,,,,33613000000.0,,,,,309252205.0,2356000000.0,99000000.0,,20731000000.0,1657000000.0,,147000000.0,,,,,,,146000000.0,,,,,,3527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6407000000.0,,,,,,,,,,,
257961725.0,258019417.0,7699302000.0,8097136000.0,-1687486000.0,15598202000.0,-414487000.0,-1687486000.0,7786915000.0,15582106000.0,7790960000.0,7786915000.0,-62836000.0,-62836000.0,4298171000.0,272450000.0,3279130000.0,3279130000.0,,11291700000.0,9660159000.0,563041000.0,,,8044610000.0,7795191000.0,1631541000.0,370380000.0,370380000.0,52526000.0,16096000.0,,1111704000.0,507259000.0,604445000.0,589861000.0,19082660000.0,17865606000.0,290530000.0,,9474401000.0,1877226000.0,7597175000.0,8100675000.0,,8100675000.0,,,,,1217054000.0,208387000.0,,,,,896682000.0,896682000.0,111985000.0,111985000.0,WCN,285849000.0,4045000.0,,,1052508000.0,,249419000.0,,96931000.0,16096000.0,,,,,,,,,8100675000.0,,,,,57692.0,36430000.0,,,0.0,1052508000.0,,,,,,,,14584000.0,,,-22858000.0,919540000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257600479.0,257659921.0,6672834000.0,7022206000.0,-1315132000.0,14444042000.0,-546147000.0,-1315132000.0,7692809000.0,14417580000.0,7697781000.0,7692809000.0,-9826000.0,-9826000.0,4141690000.0,284284000.0,3276661000.0,3276661000.0,,10218095000.0,8530163000.0,544472000.0,,,6963211000.0,6724771000.0,1687932000.0,355203000.0,355203000.0,58995000.0,26462000.0,0.0,1164632000.0,491777000.0,672855000.0,642455000.0,17915876000.0,16774091000.0,276037000.0,,9007941000.0,1603541000.0,7404400000.0,7490113000.0,-5839018000.0,13329131000.0,1222792000.0,,,1807719000.0,1141785000.0,60289000.0,,61673000.0,,,885077000.0,856953000.0,78399000.0,78399000.0,WCN,270973000.0,4972000.0,,,1022480000.0,,238440000.0,,94996000.0,26462000.0,15545000.0,,,,,,,167025000.0,10131595000.0,15842000.0,,,,59442.0,32533000.0,,,0.0,1022480000.0,,,,,,,,14855000.0,,,-23553000.0,880506000.0,,,,,40505000.0,,,,28124000.0,,14106000.0,52726000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257581304.0,257640960.0,6740012000.0,7108644000.0,-1345577000.0,14422398000.0,-424014000.0,-1345577000.0,7586199000.0,14389638000.0,7591295000.0,7586199000.0,-49262000.0,-49262000.0,4088726000.0,270104000.0,3276631000.0,3276631000.0,,10139945000.0,8564209000.0,472719000.0,,,7043207000.0,6803439000.0,1575736000.0,342726000.0,342726000.0,65437000.0,32760000.0,,1066760000.0,446436000.0,620324000.0,604542000.0,17731240000.0,16579518000.0,287482000.0,,8931776000.0,1618692000.0,7313084000.0,7360260000.0,,7360260000.0,,,,,1151722000.0,187442000.0,,,,,868093000.0,868093000.0,96187000.0,96187000.0,WCN,272445000.0,5096000.0,,,1048283000.0,,239768000.0,,100813000.0,32760000.0,,,,,,,,,7360260000.0,,,,,59656.0,32677000.0,,,0.0,1048283000.0,,,,,,,,15782000.0,,,-23970000.0,892063000.0,,,,,,,,,,,,,,,,,15782000.0,,,,,,,,,,,,,,,,,,,,,,,,
257555015.0,257614671.0,6600371000.0,6949396000.0,-1197585000.0,14146609000.0,-351819000.0,-1197585000.0,7454526000.0,14135910000.0,7459457000.0,7454526000.0,-1081000.0,-1081000.0,3925376000.0,255667000.0,3274564000.0,3274564000.0,,9900070000.0,8436575000.0,481639000.0,,,6905950000.0,6681384000.0,1463495000.0,341408000.0,341408000.0,43446000.0,10699000.0,,1007576000.0,452949000.0,554627000.0,539216000.0,17359527000.0,16247851000.0,316655000.0,,8652111000.0,1659645000.0,6992466000.0,7279085000.0,,7279085000.0,,,,,1111676000.0,164485000.0,,,,,855479000.0,855479000.0,91712000.0,91712000.0,WCN,257313000.0,4931000.0,,,1048986000.0,,224566000.0,,71065000.0,10699000.0,,,,,,,,,7279085000.0,,,,,59656.0,32747000.0,,,0.0,1048986000.0,,,,,,,,15411000.0,,,-22710000.0,878189000.0,,,,,,,,,,,,,,,,,15411000.0,,,,,,,,,,,,,,,,,,,,,,,,
257487434.0,257547090.0,6798492000.0,7135481000.0,-1403765000.0,14166347000.0,-248926000.0,-1403765000.0,7233995000.0,14155834000.0,7238964000.0,7233995000.0,-60572000.0,-60572000.0,3781519000.0,238484000.0,3274564000.0,3274564000.0,,9988130000.0,8604946000.0,472904000.0,,,7090890000.0,6921839000.0,1383184000.0,336613000.0,336613000.0,44591000.0,10513000.0,,937491000.0,390195000.0,547296000.0,526229000.0,17227094000.0,16092836000.0,303426000.0,,8637760000.0,1697193000.0,6940567000.0,7151650000.0,,7151650000.0,,,,,1134258000.0,185718000.0,,,,,814680000.0,814680000.0,133860000.0,133860000.0,WCN,203129000.0,4969000.0,,,1041152000.0,,169051000.0,,64489000.0,10513000.0,,,,,,,,,7151650000.0,,,,,59656.0,34078000.0,,,0.0,1041152000.0,,,,,,,,21067000.0,,,-22239000.0,836919000.0,,,,,,,,,,,,,,,,,21067000.0,,,,,,,,,,,,,,,,,,,,,,,,
263862000.0,266864000.0,968000000.0,3296000000.0,4977000000.0,11062000000.0,4884000000.0,4977000000.0,8082000000.0,11062000000.0,8082000000.0,8082000000.0,21000000.0,21000000.0,-1731000000.0,10400000000.0,0.0,0.0,0.0,8370000000.0,3315000000.0,38000000.0,,,3207000000.0,2980000000.0,5055000000.0,4057000000.0,4057000000.0,89000000.0,,544000000.0,365000000.0,287000000.0,78000000.0,78000000.0,16452000000.0,6513000000.0,6000000.0,248000000.0,3105000000.0,259000000.0,2846000000.0,1523000000.0,-1272000000.0,2795000000.0,1486000000.0,726000000.0,81000000.0,0.0,9939000000.0,255000000.0,,,,,1639000000.0,1639000000.0,7813000000.0,2012000000.0,WDAY,316000000.0,,,,70000000.0,70000000.0,227000000.0,,,,,,22000000.0,1574000000.0,1065000000.0,21000000.0,14000000.0,,289000000.0,,,,,3002000.0,89000000.0,5801000000.0,,608000000.0,,,,,,213000000.0,,,,,,-11000000.0,1650000000.0,,,248000000.0,,,,,,,,,,,,,,,,,,,,,,,,232000000.0,,,,,,,,,,,,,,
263000000.0,263000000.0,1414861000.0,3275968000.0,3502036000.0,9603717000.0,4544773000.0,3502036000.0,6624917000.0,9603717000.0,6624917000.0,6624917000.0,33207000.0,33207000.0,-2918829000.0,9981756000.0,264000.0,264000.0,,7301016000.0,3271626000.0,31835000.0,,,3177643000.0,2978800000.0,4029390000.0,3196648000.0,3196648000.0,98325000.0,,420178000.0,314239000.0,234906000.0,79333000.0,79333000.0,13925933000.0,5351770000.0,6445000.0,250311000.0,3122881000.0,276417000.0,2846464000.0,1472527000.0,-1255124000.0,2727651000.0,1441319000.0,723164000.0,81067000.0,0.0,8574163000.0,261795000.0,,,,,1224818000.0,1224818000.0,6879984000.0,1563939000.0,WDAY,297168000.0,,,,62148000.0,62148000.0,198843000.0,,,,,,22501000.0,439380000.0,7105000.0,,37725000.0,,265963000.0,,,,,,98325000.0,5316045000.0,,471481000.0,,,,,,216138000.0,,,,,,,,,,250311000.0,,,,,,,,,,,,,,,,,,,,,,,,207566000.0,,,,,,,,,,,,,,
262000000.0,262000000.0,1542155000.0,3268793000.0,3143915000.0,9252398000.0,4199735000.0,3143915000.0,6274553000.0,9252398000.0,6274553000.0,6274553000.0,-6780000.0,-6780000.0,-3032538000.0,9637303000.0,263000.0,263000.0,,7460762000.0,3278803000.0,48357000.0,,,3169983000.0,2977845000.0,4181959000.0,3308998000.0,3308998000.0,98810000.0,,425911000.0,348240000.0,259426000.0,88814000.0,88814000.0,13735315000.0,5353621000.0,11036000.0,261506000.0,3130638000.0,290594000.0,2840044000.0,1483974000.0,-1228699000.0,2712673000.0,1435374000.0,721589000.0,80994000.0,0.0,8381694000.0,254990000.0,,,,,1270936000.0,1270936000.0,6657091000.0,1435690000.0,WDAY,290948000.0,,,,60463000.0,60463000.0,192138000.0,,,,,,26245000.0,425546000.0,9859000.0,,14676000.0,,262140000.0,,,,,,98810000.0,5221401000.0,,323695000.0,,,,,,212576000.0,,,,,,,,,,261506000.0,,,,,,,,,,,,,,,,,,,,,,,,198677000.0,,,,,,,,,,,,,,
