Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Symbol,Total Unusual Items,Total Unusual Items Excluding Goodwill,Minority Interests,Special Income Charges,Gain On Sale Of Ppe,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Gain On Sale Of Security,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Rent Expense Supplemental,Average Dilution Earnings,Other Special Charges,Impairment Of Capital Assets,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Amortization,Amortization Of Intangibles Income Statement,Preferred Stock Dividends,Earnings From Equity Interest Net Of Tax,General And Administrative Expense,Other Gand A,Net Income Discontinuous Operations,Gain On Sale Of Business,Write Off,Salaries And Wages,Total Other Finance Cost,Other Taxes,Provision For Doubtful Accounts,Depreciation Income Statement,Insurance And Claims,Rent And Landing Fees,Excise Taxes,Depletion Income Statement,Securities Amortization
-17862000.0,0.229,2624000000.0,962000000.0,1145000000.0,34892000000.0,2546000000.0,1401000000.0,-153000000.0,153000000.0,,1022138000.0,962000000.0,43686000000.0,1470000000.0,724000000.0,717000000.0,1.32,1.32,962000000.0,962000000.0,962000000.0,962000000.0,962000000.0,286000000.0,1248000000.0,-78000000.0,9000000.0,-153000000.0,153000000.0,,1479000000.0,8606000000.0,,256000000.0,10085000000.0,35080000000.0,45165000000.0,45165000000.0,KR,-78000000.0,-78000000.0,0.0,,,,,-78000000.0,7393000000.0,957000000.0,957000000.0,265000000.0,,,,,,,,,,256000000.0,,,,,-9000000.0,,,,,,265000000.0,,,
0.0,0.142857,486000000.0,186000000.0,187000000.0,3860000000.0,486000000.0,299000000.0,-82000000.0,82000000.0,,186000000.0,186000000.0,5657000000.0,299000000.0,111000000.0,110000000.0,1.67,1.69,186000000.0,186000000.0,186000000.0,186000000.0,186000000.0,31000000.0,217000000.0,,,-82000000.0,82000000.0,,299000000.0,1797000000.0,,1610000000.0,2096000000.0,3860000000.0,5956000000.0,5710000000.0,KSS,,,,,,,,,,187000000.0,187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.133,345000000.0,59000000.0,188000000.0,2349000000.0,345000000.0,157000000.0,-89000000.0,89000000.0,,59000000.0,59000000.0,3897000000.0,157000000.0,111000000.0,110000000.0,0.53,0.54,59000000.0,59000000.0,59000000.0,59000000.0,59000000.0,9000000.0,68000000.0,,,-89000000.0,89000000.0,,157000000.0,1548000000.0,,1360000000.0,1705000000.0,2349000000.0,4054000000.0,3843000000.0,KSS,,,,,,,,,,188000000.0,188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.217,349000000.0,58000000.0,186000000.0,2242000000.0,349000000.0,163000000.0,-89000000.0,89000000.0,,58000000.0,58000000.0,3732000000.0,163000000.0,111000000.0,110000000.0,0.52,0.52,58000000.0,58000000.0,58000000.0,58000000.0,58000000.0,16000000.0,74000000.0,,,-89000000.0,89000000.0,,163000000.0,1490000000.0,,1304000000.0,1653000000.0,2242000000.0,3895000000.0,3678000000.0,KSS,,,,,,,,,,186000000.0,186000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,286000000.0,14000000.0,188000000.0,2047000000.0,286000000.0,98000000.0,-84000000.0,84000000.0,,14000000.0,14000000.0,3473000000.0,98000000.0,111000000.0,110000000.0,0.13,0.13,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,0.0,14000000.0,,,-84000000.0,84000000.0,,98000000.0,1426000000.0,,1238000000.0,1524000000.0,2047000000.0,3571000000.0,3355000000.0,KSS,,,,,,,,,,188000000.0,188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.228935,,457000000.0,,,,732000000.0,-103000000.0,103000000.0,,457000000.0,457000000.0,3548000000.0,,222780000.0,222470000.0,2.05,2.05,457000000.0,457000000.0,457000000.0,485000000.0,485000000.0,144000000.0,629000000.0,1143000000.0,,-103000000.0,103000000.0,,,,,,,,4177000000.0,4177000000.0,L,,,-28000000.0,,,,,,1274000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.22186,,446000000.0,,,,709000000.0,-96000000.0,96000000.0,,446000000.0,446000000.0,3579000000.0,,,,,,446000000.0,446000000.0,446000000.0,477000000.0,477000000.0,136000000.0,613000000.0,1130000000.0,,-96000000.0,96000000.0,,,,,,,,4192000000.0,4192000000.0,L,,,-31000000.0,,,,,,1334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.224719,,253000000.0,,,,450000000.0,-94000000.0,94000000.0,,253000000.0,253000000.0,3541000000.0,,225990000.0,225640000.0,1.12,1.12,253000000.0,253000000.0,253000000.0,276000000.0,276000000.0,80000000.0,356000000.0,966000000.0,,-94000000.0,94000000.0,,,,,,,,3897000000.0,3897000000.0,L,,,-23000000.0,,,,,,1246000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10866141.732283,0.23622,,360000000.0,,,,599000000.0,-91000000.0,91000000.0,,324866141.732283,360000000.0,3325000000.0,,227970000.0,227690000.0,1.58,1.58,360000000.0,360000000.0,360000000.0,388000000.0,388000000.0,120000000.0,508000000.0,981000000.0,,-91000000.0,91000000.0,,,,,,,,3833000000.0,3833000000.0,L,46000000.0,46000000.0,-28000000.0,46000000.0,,,,,1192000000.0,,,,,-46000000.0,,,,,,,,,,,,,,,,,,,,,,
0.0,0.22158,,375000000.0,,,,614000000.0,-95000000.0,95000000.0,,375000000.0,375000000.0,3237000000.0,,233620000.0,233300000.0,1.61,1.61,375000000.0,375000000.0,375000000.0,404000000.0,404000000.0,115000000.0,519000000.0,1001000000.0,,-95000000.0,95000000.0,,,,,,,,3756000000.0,3756000000.0,L,,,-29000000.0,,,,,,1165000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17884.0,0.263,84559000.0,35755000.0,9202000.0,550824000.0,84491000.0,75289000.0,-9257000.0,20728000.0,11471000.0,35805116.0,35755000.0,710124000.0,54561000.0,99351769.0,91260465.0,0.35,0.38,34671000.0,34476000.0,35755000.0,40224000.0,40224000.0,14337000.0,54561000.0,-68000.0,,-9257000.0,20728000.0,11471000.0,63886000.0,159300000.0,,102476000.0,223186000.0,550824000.0,774010000.0,729876000.0,LAZ,-68000.0,-68000.0,-4469000.0,-68000.0,,68000.0,,,56824000.0,,,32857000.0,195000.0,,,23599000.0,1279000.0,,,,,78877000.0,46020000.0,,,,,,,,,,32857000.0,,,
0.0,0.005605,102410000.0,63567000.0,10771000.0,559207000.0,102410000.0,91639000.0,-12816000.0,19742000.0,6926000.0,63567000.0,63567000.0,734363000.0,71897000.0,94989330.0,90228532.0,0.65,0.69,62044000.0,62044000.0,63567000.0,71494000.0,71494000.0,403000.0,71897000.0,,,-12816000.0,19742000.0,6926000.0,84474000.0,175156000.0,,111274000.0,259630000.0,559207000.0,818837000.0,770010000.0,LAZ,,,-7927000.0,,,,,,63548000.0,,,33436000.0,0.0,,,27259000.0,1523000.0,,,,,84015000.0,50579000.0,,,,,,,,,,33436000.0,,,
-20160.0,0.21,25104000.0,7139000.0,10613000.0,364605000.0,25008000.0,14395000.0,-7709000.0,19252000.0,11543000.0,7214840.0,7139000.0,528679000.0,-4857000.0,94309224.0,89425900.0,0.06,0.07,6110000.0,6110000.0,7139000.0,6774000.0,6774000.0,-11631000.0,-4857000.0,-96000.0,,-7709000.0,19252000.0,11543000.0,2948000.0,164074000.0,,102197000.0,167022000.0,364605000.0,531627000.0,530914000.0,LAZ,-96000.0,-96000.0,365000.0,-96000.0,,96000.0,,,61877000.0,,,33108000.0,0.0,,,20754000.0,1029000.0,,,,,81443000.0,48335000.0,,,,,,,,,,33108000.0,,,
-19950.0,0.21,-80163000.0,-124013000.0,10611000.0,572231000.0,-80258000.0,-90869000.0,-8258000.0,19204000.0,10946000.0,-123937950.0,-124013000.0,753092000.0,-110073000.0,88729654.0,88729654.0,-1.41,-1.41,-124776000.0,-124776000.0,-124013000.0,-120376000.0,-120376000.0,10303000.0,-110073000.0,-95000.0,,-8258000.0,19204000.0,10946000.0,-101720000.0,180861000.0,,111752000.0,79141000.0,572231000.0,651372000.0,621741000.0,LAZ,-95000.0,-95000.0,-3637000.0,-95000.0,,95000.0,,,69109000.0,,,32800000.0,0.0,,,28582000.0,763000.0,,,,,83170000.0,50370000.0,,,,,,,,,,32800000.0,,,
-10080.0,0.21,-6209000.0,-22172000.0,11192000.0,449967000.0,-6257000.0,-17449000.0,-6868000.0,19475000.0,12607000.0,-22134080.0,-22172000.0,579312000.0,-36924000.0,87591852.0,87591852.0,-0.27,-0.27,-23297000.0,-23297000.0,-22172000.0,-15199000.0,-15199000.0,-21725000.0,-36924000.0,-48000.0,,-6868000.0,19475000.0,12607000.0,-30008000.0,129345000.0,,105437000.0,99337000.0,449967000.0,549304000.0,538887000.0,LAZ,-48000.0,-48000.0,-6973000.0,-48000.0,,48000.0,,,23908000.0,,,31773000.0,0.0,,,22762000.0,1125000.0,,,,,82675000.0,50902000.0,,,,,,,,,,31773000.0,,,
10560000.0,0.22,362000000.0,241000000.0,50000000.0,,410000000.0,360000000.0,-51000000.0,51000000.0,,203560000.0,241000000.0,217000000.0,28000000.0,143000000.0,143000000.0,1.69,1.69,241000000.0,241000000.0,241000000.0,241000000.0,241000000.0,68000000.0,309000000.0,332000000.0,4000000.0,-51000000.0,51000000.0,,28000000.0,217000000.0,,105000000.0,,,245000000.0,245000000.0,LBRDK,48000000.0,48000000.0,0.0,-28000000.0,,,280000000.0,76000000.0,62000000.0,50000000.0,50000000.0,,,,,,,,,,,,,,-28000000.0,,,,,,,,,,,
7832061.068702,0.217557,342000000.0,205000000.0,61000000.0,,378000000.0,317000000.0,-55000000.0,55000000.0,,176832061.068702,205000000.0,237000000.0,13000000.0,,,,,205000000.0,205000000.0,205000000.0,205000000.0,205000000.0,57000000.0,262000000.0,304000000.0,5000000.0,-55000000.0,55000000.0,,13000000.0,237000000.0,,111000000.0,,,250000000.0,250000000.0,LBRDK,36000000.0,36000000.0,0.0,-18000000.0,,,263000000.0,54000000.0,65000000.0,61000000.0,61000000.0,,,,,,,,,,,,,,-18000000.0,,,,,,,,,,,
-20020000.0,0.22,408000000.0,162000000.0,55000000.0,,317000000.0,262000000.0,-54000000.0,54000000.0,,232980000.0,162000000.0,219000000.0,21000000.0,147000000.0,146000000.0,1.1,1.11,162000000.0,162000000.0,162000000.0,162000000.0,162000000.0,46000000.0,208000000.0,241000000.0,6000000.0,-54000000.0,54000000.0,,21000000.0,219000000.0,,105000000.0,,,240000000.0,240000000.0,LBRDK,-91000000.0,-91000000.0,0.0,-10000000.0,,,326000000.0,-81000000.0,59000000.0,55000000.0,55000000.0,,,,,,,,,,,,,,-10000000.0,,,,,,,,,,,
8050000.0,0.23,399000000.0,252000000.0,56000000.0,,434000000.0,378000000.0,-52000000.0,52000000.0,,225050000.0,252000000.0,222000000.0,23000000.0,147000000.0,146000000.0,1.71,1.73,252000000.0,252000000.0,252000000.0,252000000.0,252000000.0,74000000.0,326000000.0,355000000.0,2000000.0,-52000000.0,52000000.0,,23000000.0,222000000.0,,107000000.0,,,245000000.0,245000000.0,LBRDK,35000000.0,35000000.0,0.0,-5000000.0,,,318000000.0,40000000.0,59000000.0,56000000.0,56000000.0,,,,,,,,,,,,,,-5000000.0,,,,,,,,,,,
-35250000.0,0.25,336000000.0,69000000.0,58000000.0,,195000000.0,137000000.0,-45000000.0,45000000.0,,174750000.0,69000000.0,230000000.0,16000000.0,146808511.0,146808511.0,0.47,0.47,69000000.0,69000000.0,69000000.0,69000000.0,69000000.0,23000000.0,92000000.0,121000000.0,14000000.0,-45000000.0,45000000.0,,16000000.0,230000000.0,,110000000.0,,,246000000.0,246000000.0,LBRDK,-141000000.0,-141000000.0,0.0,-27000000.0,,,248000000.0,-114000000.0,62000000.0,58000000.0,58000000.0,,,,,,,,,,,,,,-27000000.0,,,,,,,,,,,
34762628.633327,0.048565,572300000.0,510000000.0,480700000.0,672100000.0,1288100000.0,807400000.0,-253500000.0,253500000.0,,-171037371.366673,510000000.0,1889000000.0,22600000.0,385109631.0,377747016.0,1.32,1.35,510000000.0,510000000.0,510000000.0,527000000.0,527000000.0,26900000.0,553900000.0,765900000.0,43500000.0,-253500000.0,253500000.0,,56100000.0,1216900000.0,,432900000.0,1273000000.0,672100000.0,1945100000.0,1634300000.0,LBTYA,715800000.0,715800000.0,-17000000.0,-33500000.0,,33000000.0,6600000.0,749300000.0,303300000.0,480700000.0,480700000.0,,,,,,,,,,,432900000.0,388300000.0,,,500000.0,44600000.0,,,,,,,,,
-8669167.549612,0.005842,-1122800000.0,-3489900000.0,633400000.0,708300000.0,-2606800000.0,-3240200000.0,-179900000.0,251900000.0,72000000.0,-2014569167.549612,-3489900000.0,2064500000.0,-205300000.0,,,,,-3489900000.0,-3489900000.0,-3489900000.0,-3471700000.0,-3471700000.0,-20400000.0,-3492100000.0,-3168900000.0,-6700000.0,-179900000.0,251900000.0,72000000.0,-144000000.0,1356200000.0,,485100000.0,1212200000.0,708300000.0,1920500000.0,2625300000.0,LBTYA,-1484000000.0,-1484000000.0,-18200000.0,-62700000.0,0.0,0.0,-1678200000.0,-1421300000.0,237700000.0,633400000.0,633400000.0,,,,,,,,,,,141500000.0,84900000.0,0.0,,61300000.0,56600000.0,,,,,,,,,
247855000.0,0.19,341900000.0,659200000.0,584000000.0,550000000.0,1646400000.0,1062400000.0,-204900000.0,241400000.0,36500000.0,-397445000.0,659200000.0,1895600000.0,-27400000.0,420973362.0,416014282.0,1.57,1.58,659200000.0,659200000.0,659200000.0,822700000.0,822700000.0,-1700000.0,821000000.0,1067000000.0,3300000.0,-204900000.0,241400000.0,36500000.0,-41100000.0,1345600000.0,,425300000.0,1304500000.0,550000000.0,1854500000.0,1672300000.0,LBTYA,1304500000.0,1304500000.0,-163500000.0,391500000.0,0.0,-377800000.0,-240800000.0,913000000.0,336300000.0,584000000.0,584000000.0,,,,,,,,,,,425300000.0,370500000.0,0.0,,-13700000.0,54800000.0,,,,,,,,,
-58368000.0,0.19,739700000.0,-499600000.0,570900000.0,555700000.0,432500000.0,-138400000.0,-143100000.0,213700000.0,70600000.0,-250768000.0,-499600000.0,1893300000.0,-49200000.0,441780412.0,441780412.0,-1.13,-1.13,-499600000.0,-499600000.0,-499600000.0,-511300000.0,-511300000.0,159200000.0,-352100000.0,-163700000.0,5200000.0,-143100000.0,213700000.0,70600000.0,-45300000.0,1337600000.0,,444700000.0,1292300000.0,555700000.0,1848000000.0,1614200000.0,LBTYA,-307200000.0,-307200000.0,11700000.0,-3900000.0,0.0,,138300000.0,-303300000.0,322000000.0,570900000.0,570900000.0,,,,,,,,,,,444700000.0,368900000.0,0.0,,3900000.0,75800000.0,,,,,,,,,
-68248000.0,0.19,386000000.0,-721400000.0,526900000.0,570700000.0,26800000.0,-500100000.0,-167300000.0,200900000.0,33600000.0,-430448000.0,-721400000.0,1814600000.0,37400000.0,454394944.0,454394944.0,-1.59,-1.59,-721400000.0,-721400000.0,-721400000.0,-713500000.0,-713500000.0,12500000.0,-701000000.0,-588000000.0,10300000.0,-167300000.0,200900000.0,33600000.0,53800000.0,1243900000.0,,417600000.0,1297700000.0,570700000.0,1868400000.0,1586600000.0,LBTYA,-359200000.0,-359200000.0,-7900000.0,-16400000.0,,13900000.0,-239100000.0,-342800000.0,299400000.0,526900000.0,526900000.0,,,2500000.0,,,,,,,,417600000.0,373800000.0,0.0,,2500000.0,43800000.0,,,,,,,,,
-924000.0,0.231,490000000.0,284000000.0,69000000.0,3337000000.0,486000000.0,417000000.0,-49000000.0,49000000.0,,287076000.0,284000000.0,3563000000.0,415000000.0,137000000.0,136000000.0,2.07,2.09,284000000.0,284000000.0,284000000.0,283000000.0,283000000.0,85000000.0,368000000.0,5000000.0,2000000.0,-49000000.0,49000000.0,,412000000.0,226000000.0,,226000000.0,638000000.0,3337000000.0,3975000000.0,3975000000.0,LDOS,-4000000.0,-4000000.0,1000000.0,-4000000.0,,4000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2580645.16129,0.258065,452000000.0,229000000.0,83000000.0,3385000000.0,442000000.0,359000000.0,-49000000.0,49000000.0,,236419354.83871,229000000.0,3618000000.0,361000000.0,138000000.0,137000000.0,1.66,1.67,229000000.0,229000000.0,229000000.0,230000000.0,230000000.0,80000000.0,310000000.0,-3000000.0,-2000000.0,-49000000.0,49000000.0,,362000000.0,233000000.0,,233000000.0,595000000.0,3385000000.0,3980000000.0,3980000000.0,LDOS,-10000000.0,-10000000.0,-1000000.0,-10000000.0,,10000000.0,9000000.0,,,,,,,,-3000000.0,,,,,,,,,,,3000000.0,,,,,,,,,,
-145320000.0,0.21,439000000.0,-399000000.0,82000000.0,3334000000.0,-253000000.0,-335000000.0,-53000000.0,53000000.0,,147680000.0,-399000000.0,3573000000.0,-336000000.0,137000000.0,137000000.0,-2.91,-2.91,-399000000.0,-399000000.0,-399000000.0,-396000000.0,-396000000.0,8000000.0,-388000000.0,-683000000.0,1000000.0,-53000000.0,53000000.0,,348000000.0,239000000.0,,239000000.0,587000000.0,3334000000.0,3921000000.0,3921000000.0,LDOS,-692000000.0,-692000000.0,-3000000.0,-692000000.0,,5000000.0,8000000.0,,,,,,,,599000000.0,,,,,,,,,,,88000000.0,,,,,,,,,,
-1404000.0,0.234,420000000.0,207000000.0,84000000.0,3271000000.0,414000000.0,330000000.0,-56000000.0,56000000.0,,211596000.0,207000000.0,3508000000.0,331000000.0,138000000.0,137000000.0,1.5,1.51,207000000.0,207000000.0,207000000.0,210000000.0,210000000.0,64000000.0,274000000.0,,-1000000.0,-56000000.0,56000000.0,,330000000.0,237000000.0,,237000000.0,567000000.0,3271000000.0,3838000000.0,3838000000.0,LDOS,-6000000.0,-6000000.0,-3000000.0,-6000000.0,,6000000.0,7000000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
-624000.0,0.208,346000000.0,162000000.0,82000000.0,3204000000.0,343000000.0,261000000.0,-54000000.0,54000000.0,,164376000.0,162000000.0,3437000000.0,265000000.0,138000000.0,137000000.0,1.17,1.18,162000000.0,162000000.0,162000000.0,164000000.0,164000000.0,43000000.0,207000000.0,-1000000.0,-4000000.0,-54000000.0,54000000.0,,262000000.0,233000000.0,,233000000.0,495000000.0,3204000000.0,3699000000.0,3699000000.0,LDOS,-3000000.0,-3000000.0,-2000000.0,-3000000.0,,3000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.258,338300000.0,109600000.0,155300000.0,5456300000.0,338300000.0,183000000.0,-26100000.0,26100000.0,,109600000.0,109600000.0,5798100000.0,,57600000.0,56892240.0,1.9,1.926449,109600000.0,109600000.0,109600000.0,126900000.0,126900000.0,40500000.0,156900000.0,-13500000.0,-13500000.0,-26100000.0,26100000.0,,196500000.0,201600000.0,,186500000.0,398100000.0,5596500000.0,5994600000.0,5994600000.0,LEA,,,-17300000.0,,,,,,,15100000.0,15100000.0,,,,,,,15100000.0,15100000.0,,10500000.0,,,,,,,,,,,,,,,
0.0,0.264439,355700000.0,127300000.0,154100000.0,5297000000.0,355700000.0,201600000.0,-25000000.0,25000000.0,,127300000.0,127300000.0,5623700000.0,,58500000.0,56978932.0,2.18,2.234159,127300000.0,127300000.0,127300000.0,143000000.0,143000000.0,46700000.0,176600000.0,-15900000.0,-15900000.0,-25000000.0,25000000.0,,217500000.0,187700000.0,,172600000.0,405200000.0,5436000000.0,5841200000.0,5841200000.0,LEA,,,-15700000.0,,,,,,,15100000.0,15100000.0,,,,,,,15100000.0,15100000.0,,13100000.0,,,,,,,,,,,,,,,
0.0,0.249,366300000.0,132900000.0,151900000.0,5226400000.0,366300000.0,214400000.0,-25700000.0,25700000.0,,132900000.0,132900000.0,5560800000.0,,59075638.0,58766586.0,2.25,2.26,132900000.0,132900000.0,132900000.0,152100000.0,152100000.0,47000000.0,188700000.0,-5800000.0,-5800000.0,-25700000.0,25700000.0,,220200000.0,198000000.0,,182500000.0,418200000.0,5362800000.0,5781000000.0,5781000000.0,LEA,,,-19200000.0,,,,,,,15500000.0,15500000.0,,,,,,,15500000.0,15500000.0,,10400000.0,,,,,,,,,,,,,,,
0.0,0.195,389900000.0,168700000.0,151200000.0,5407000000.0,389900000.0,238700000.0,-26200000.0,26200000.0,,168700000.0,168700000.0,5741000000.0,,59366167.0,59133427.0,2.84,2.85,168700000.0,168700000.0,168700000.0,187200000.0,187200000.0,41500000.0,212500000.0,-19500000.0,-19500000.0,-26200000.0,26200000.0,,258200000.0,198800000.0,,182800000.0,457000000.0,5542200000.0,5999200000.0,5999200000.0,LEA,,,-18500000.0,,,,,,,16000000.0,16000000.0,,,,,,,16000000.0,16000000.0,,16200000.0,,,,,,,,,,,,,,,
0.0,0.229,370800000.0,143600000.0,147200000.0,5284200000.0,370800000.0,223600000.0,-24200000.0,24200000.0,,143600000.0,143600000.0,5608200000.0,,59558966.0,59316555.0,2.41,2.42,143600000.0,143600000.0,143600000.0,163400000.0,163400000.0,45600000.0,199400000.0,-13700000.0,-13700000.0,-24200000.0,24200000.0,,237300000.0,192700000.0,,176800000.0,430000000.0,5415500000.0,5845500000.0,5845500000.0,LEA,,,-19800000.0,,,,,,,15900000.0,15900000.0,,,,,,,15900000.0,15900000.0,,9600000.0,,,,,,,,,,,,,,,
-1022310.0,0.222,193500000.0,123415000.0,21586000.0,612798000.0,188895000.0,167309000.0,-8779000.0,8779000.0,,126997690.0,123415000.0,811545000.0,165047000.0,57641000.0,56865000.0,2.14,2.17,123415000.0,123415000.0,123415000.0,123415000.0,123415000.0,35115000.0,158530000.0,-2343000.0,2262000.0,-8779000.0,8779000.0,,169652000.0,198747000.0,,198747000.0,368399000.0,612798000.0,981197000.0,981197000.0,LECO,-4605000.0,-4605000.0,,-4605000.0,,4605000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495509.554431,0.204975,205729000.0,156643000.0,21969000.0,687484000.0,227661000.0,205692000.0,-8663000.0,8663000.0,,139206509.554431,156643000.0,876415000.0,204031000.0,57911000.0,57063000.0,2.7,2.75,156643000.0,156643000.0,156643000.0,156643000.0,156643000.0,40386000.0,197029000.0,23593000.0,1568000.0,-8663000.0,8663000.0,,182099000.0,188931000.0,,188931000.0,371030000.0,687484000.0,1058514000.0,1058514000.0,LECO,21932000.0,21932000.0,,21932000.0,,-21932000.0,93000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1407726.0,0.199,200805000.0,129343000.0,21489000.0,667584000.0,193731000.0,172242000.0,-10809000.0,10809000.0,,135009274.0,129343000.0,854699000.0,171441000.0,58136000.0,57320000.0,2.22,2.26,129343000.0,129343000.0,129343000.0,129343000.0,129343000.0,32090000.0,161433000.0,-6273000.0,632000.0,-10809000.0,10809000.0,,178515000.0,187115000.0,,187115000.0,365630000.0,667584000.0,1033214000.0,1033214000.0,LECO,-7074000.0,-7074000.0,,-7074000.0,,7074000.0,169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-549402.0,0.206,209343000.0,137331000.0,21917000.0,687137000.0,206676000.0,184759000.0,-11699000.0,11699000.0,,139448598.0,137331000.0,879885000.0,178013000.0,58303000.0,57479000.0,2.36,2.39,137331000.0,137331000.0,137331000.0,137331000.0,137331000.0,35729000.0,173060000.0,4079000.0,6640000.0,-11699000.0,11699000.0,,180680000.0,192748000.0,,192748000.0,373428000.0,687137000.0,1060565000.0,1060565000.0,LECO,-2667000.0,-2667000.0,,-2667000.0,,2667000.0,106000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-188555.0,0.215,190717000.0,121931000.0,21295000.0,683986000.0,189840000.0,168545000.0,-13201000.0,13201000.0,,122619445.0,121931000.0,874102000.0,164364000.0,58417000.0,57596000.0,2.09,2.12,121931000.0,121931000.0,121931000.0,121931000.0,121931000.0,33413000.0,155344000.0,3304000.0,4181000.0,-13201000.0,13201000.0,,165241000.0,190116000.0,,190116000.0,355357000.0,683986000.0,1039343000.0,1039343000.0,LECO,-877000.0,-877000.0,-28000.0,-877000.0,,877000.0,188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550000.0,0.25,86700000.0,31600000.0,32900000.0,882500000.0,96900000.0,64000000.0,-20600000.0,21600000.0,1000000.0,23950000.0,31600000.0,1041300000.0,,137300000.0,136800000.0,0.23,0.23,31600000.0,31600000.0,31600000.0,31600000.0,31600000.0,10800000.0,42400000.0,7400000.0,-2800000.0,-20600000.0,21600000.0,1000000.0,55600000.0,130800000.0,,125900000.0,186400000.0,910500000.0,1096900000.0,1096900000.0,LEG,10200000.0,10200000.0,0.0,10200000.0,10200000.0,,,,,4900000.0,4900000.0,,,,,,,4900000.0,4900000.0,,,,,,,,,,,,,,,,,
-98726637.328501,0.230132,108700000.0,-297300000.0,44800000.0,887900000.0,-320300000.0,-365100000.0,-19500000.0,21200000.0,1700000.0,32973362.671499,-297300000.0,1053800000.0,,136500000.0,136500000.0,-2.18,-2.178022,-297300000.0,-297300000.0,-297300000.0,-297400000.0,-297400000.0,-88900000.0,-386300000.0,-428900000.0,100000.0,-19500000.0,21200000.0,1700000.0,61300000.0,138500000.0,,121100000.0,199800000.0,915300000.0,1115100000.0,1115100000.0,LEG,-429000000.0,-429000000.0,100000.0,-430900000.0,14100000.0,-2300000.0,,1900000.0,,17400000.0,17400000.0,,,,,,,17400000.0,17400000.0,,,,,,,,,,,,,,,,,
1225000.0,0.25,133000000.0,52800000.0,45000000.0,934000000.0,137900000.0,92900000.0,-20500000.0,22000000.0,1500000.0,49125000.0,52800000.0,1088100000.0,,136800000.0,136400000.0,0.39,0.39,52800000.0,52800000.0,52800000.0,52900000.0,52900000.0,18000000.0,70900000.0,4100000.0,-800000.0,-20500000.0,22000000.0,1500000.0,87300000.0,127000000.0,,109100000.0,214300000.0,961100000.0,1175400000.0,1175400000.0,LEG,4900000.0,4900000.0,-100000.0,6600000.0,5500000.0,-1100000.0,,-1700000.0,,17900000.0,17900000.0,,,,,,,17900000.0,17900000.0,,,,,,,,,,,,,,,,,
0.0,0.26,141500000.0,54200000.0,44700000.0,972200000.0,141500000.0,96800000.0,-22000000.0,23100000.0,1100000.0,54200000.0,54200000.0,1136100000.0,,136600000.0,136200000.0,0.4,0.4,54200000.0,54200000.0,54200000.0,54200000.0,54200000.0,19500000.0,73700000.0,10600000.0,10600000.0,-22000000.0,23100000.0,1100000.0,85100000.0,136000000.0,,119200000.0,221100000.0,1000100000.0,1221200000.0,1221200000.0,LEG,,,0.0,,,,,,,16800000.0,16800000.0,,,,,,,16800000.0,16800000.0,,,,,,,,,,,,,,,,,
