Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Symbol,Total Unusual Items,Total Unusual Items Excluding Goodwill,Minority Interests,Special Income Charges,Gain On Sale Of Ppe,Restructuring And Mergern Acquisition,Earnings From Equity Interest,Gain On Sale Of Security,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Rent Expense Supplemental,Average Dilution Earnings,Other Special Charges,Impairment Of Capital Assets,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Amortization,Amortization Of Intangibles Income Statement,Preferred Stock Dividends,Earnings From Equity Interest Net Of Tax,General And Administrative Expense,Other Gand A,Net Income Discontinuous Operations,Gain On Sale Of Business,Write Off,Salaries And Wages,Total Other Finance Cost,Other Taxes,Provision For Doubtful Accounts,Depreciation Income Statement,Insurance And Claims,Rent And Landing Fees,Excise Taxes,Depletion Income Statement,Securities Amortization
0.0,0.21,,3144000000.0,527000000.0,,,,13946000000.0,21683000000.0,35629000000.0,3144000000.0,3144000000.0,,,8062500000.0,7990900000.0,0.35,0.36,2671000000.0,2838000000.0,3144000000.0,3144000000.0,3144000000.0,-20000000.0,3124000000.0,,,,,,,,,11597000000.0,,,21959000000.0,21959000000.0,BAC,,,,,,,,0.0,,,,,,,,1337000000.0,,,,306000000.0,,10260000000.0,800000000.0,,,,9460000000.0,,,,,,,,,
0.0,0.036,,7802000000.0,517000000.0,,,,14379000000.0,19245000000.0,33624000000.0,7802000000.0,7802000000.0,,,8075900000.0,8017100000.0,0.9,0.91,7270000000.0,7270000000.0,7802000000.0,7802000000.0,7802000000.0,293000000.0,8095000000.0,,,,,,,,,11822000000.0,,,25167000000.0,25167000000.0,BAC,,,,,,,,0.0,,,,,0.0,,,1381000000.0,,,,532000000.0,,10441000000.0,890000000.0,,,,9551000000.0,,,,,,,,,
0.0,0.078,,7408000000.0,510000000.0,,,,14158000000.0,18196000000.0,32354000000.0,7408000000.0,7408000000.0,,,8080700000.0,8040900000.0,0.88,0.88,7102000000.0,7102000000.0,7408000000.0,7408000000.0,7408000000.0,626000000.0,8034000000.0,,,,,,,,,12091000000.0,,,25197000000.0,25197000000.0,BAC,,,,,,,,0.0,,,,,,,,1469000000.0,,,,306000000.0,,10622000000.0,1221000000.0,,,,9401000000.0,,,,,,,,,
0.0,0.102,,8161000000.0,503000000.0,,,,14448000000.0,14207000000.0,28655000000.0,8161000000.0,8161000000.0,,,8182300000.0,8065900000.0,0.94,0.95,7656000000.0,7656000000.0,8161000000.0,8161000000.0,8161000000.0,928000000.0,9089000000.0,,,,,,,,,12205000000.0,,,26258000000.0,26258000000.0,BAC,,,,,,,,0.0,,,,,,,,1348000000.0,,,,505000000.0,,10857000000.0,939000000.0,,,,9918000000.0,,,,,,,,,
1146108.0,0.298,293744000.0,145644000.0,41113000.0,1180961000.0,297590000.0,256477000.0,-50428000.0,49093000.0,,142944108.0,145644000.0,2322243000.0,247558000.0,130489050.0,130121092.0,1.11,1.11,144433000.0,144431000.0,145644000.0,145644000.0,145644000.0,61740000.0,207384000.0,10254000.0,6408000.0,-50428000.0,49093000.0,,247558000.0,1141282000.0,,300273000.0,1388840000.0,1180961000.0,2569801000.0,2569801000.0,BAH,3846000.0,3846000.0,0.0,,,,,3846000.0,799896000.0,41113000.0,41113000.0,,2000.0,,,,1213000.0,,,,,300273000.0,300273000.0,,,,,1335000.0,,,,,,,,
903288.0,0.244,310234000.0,170718000.0,40907000.0,1232712000.0,313936000.0,273029000.0,-48458000.0,47240000.0,,167919288.0,170718000.0,2399293000.0,266989000.0,131133145.0,130792215.0,1.29,1.29,169280000.0,170718000.0,170718000.0,170718000.0,170718000.0,55071000.0,225789000.0,7258000.0,3556000.0,-48458000.0,47240000.0,,266989000.0,1166581000.0,,300886000.0,1433570000.0,1232712000.0,2666282000.0,2666282000.0,BAH,3702000.0,3702000.0,0.0,,,,,3702000.0,824788000.0,40907000.0,40907000.0,,-1438000.0,,,,1441000.0,,,,,300886000.0,300886000.0,,,,,1218000.0,,,,,,,,
702896.0,0.197,277162000.0,161388000.0,41847000.0,1251916000.0,280730000.0,238883000.0,-39042000.0,38015000.0,,158522896.0,161388000.0,2420068000.0,234418000.0,131530633.0,131031979.0,1.22,1.22,161388000.0,161388000.0,161388000.0,161388000.0,161388000.0,39480000.0,200868000.0,5492000.0,1924000.0,-39042000.0,38015000.0,,234418000.0,1168152000.0,,314001000.0,1402570000.0,1251916000.0,2654486000.0,2654486000.0,BAH,3568000.0,3568000.0,0.0,,,,,3568000.0,812304000.0,41847000.0,41847000.0,,,,,,,,,,,314001000.0,314001000.0,,,,,1027000.0,,,,,,,,
245634.392523,0.087477,3185000.0,-68422000.0,44284000.0,1128913000.0,5993000.0,-38291000.0,-37630000.0,36609000.0,,-70984365.607477,-68422000.0,2476169000.0,-42908000.0,,,,,-65821000.0,-65816000.0,-68422000.0,-68348000.0,-68348000.0,-6552000.0,-74900000.0,5638000.0,2830000.0,-37630000.0,36609000.0,,-42908000.0,1347256000.0,,563848000.0,1304348000.0,1128913000.0,2433261000.0,2433261000.0,BAH,2808000.0,2808000.0,-74000.0,,,,,2808000.0,739124000.0,44284000.0,44284000.0,,,,,,,,,,,563848000.0,563848000.0,,,,,1021000.0,,,,,,,,
-7476000.0,0.267,389000000.0,78000000.0,167000000.0,2274000000.0,361000000.0,194000000.0,-93000000.0,93000000.0,,98524000.0,3685000000.0,2652000000.0,,317385000.0,314950000.0,11.61,11.7,3685000000.0,3685000000.0,3685000000.0,3686000000.0,79000000.0,27000000.0,101000000.0,-28000000.0,,-93000000.0,93000000.0,,222000000.0,369000000.0,,211000000.0,591000000.0,2283000000.0,2874000000.0,2874000000.0,BALL,-28000000.0,-28000000.0,-1000000.0,-28000000.0,,26000000.0,,,,158000000.0,158000000.0,,,2000000.0,,,,,,,5000000.0,,,3607000000.0,,,,,,,,,,,,
-21193717.277487,0.230366,569000000.0,154000000.0,177000000.0,2704000000.0,477000000.0,300000000.0,-109000000.0,109000000.0,,224806282.722513,154000000.0,3011000000.0,,317306000.0,315306000.0,0.49,0.49,154000000.0,154000000.0,154000000.0,154000000.0,154000000.0,44000000.0,191000000.0,-92000000.0,,-109000000.0,109000000.0,,392000000.0,307000000.0,,130000000.0,699000000.0,2704000000.0,3403000000.0,3403000000.0,BALL,-92000000.0,-92000000.0,0.0,-92000000.0,,92000000.0,,,,177000000.0,177000000.0,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,
-470000.0,0.01,545000000.0,203000000.0,173000000.0,2894000000.0,498000000.0,325000000.0,-122000000.0,122000000.0,,249530000.0,203000000.0,3199000000.0,,317296000.0,314983000.0,0.64,0.64,203000000.0,203000000.0,203000000.0,204000000.0,204000000.0,2000000.0,203000000.0,-47000000.0,,-122000000.0,122000000.0,,372000000.0,305000000.0,,132000000.0,677000000.0,2894000000.0,3571000000.0,3571000000.0,BALL,-47000000.0,-47000000.0,-1000000.0,-47000000.0,,47000000.0,,,,173000000.0,173000000.0,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,
1050000.0,0.175,485000000.0,173000000.0,170000000.0,2916000000.0,491000000.0,321000000.0,-115000000.0,115000000.0,,168050000.0,173000000.0,3251000000.0,,316867000.0,314561000.0,0.55,0.55,173000000.0,173000000.0,173000000.0,173000000.0,173000000.0,36000000.0,206000000.0,6000000.0,,-115000000.0,115000000.0,,315000000.0,335000000.0,,165000000.0,650000000.0,2916000000.0,3566000000.0,3566000000.0,BALL,6000000.0,6000000.0,0.0,6000000.0,,-6000000.0,,,,170000000.0,170000000.0,,,,,,,40000000.0,40000000.0,,3000000.0,,,,,,,,,,130000000.0,,,,,
-4280000.0,0.214,453000000.0,125000000.0,166000000.0,2413000000.0,433000000.0,267000000.0,-113000000.0,113000000.0,,140720000.0,177000000.0,2694000000.0,,316667000.0,314236000.0,0.56,0.56,177000000.0,177000000.0,177000000.0,180000000.0,128000000.0,33000000.0,154000000.0,-20000000.0,,-113000000.0,113000000.0,,287000000.0,262000000.0,,115000000.0,549000000.0,2432000000.0,2981000000.0,2981000000.0,BALL,-20000000.0,-20000000.0,-3000000.0,-20000000.0,,20000000.0,,,,147000000.0,147000000.0,,,,,,,,,,7000000.0,,,52000000.0,,,,,,,,,,,,
0.0,0.4,-8000000.0,102000000.0,,8000000.0,-8000000.0,-8000000.0,,,,102000000.0,102000000.0,8000000.0,,408000000.0,392307692.0,0.25,0.26,102000000.0,102000000.0,102000000.0,102000000.0,102000000.0,,102000000.0,110000000.0,,,,,-8000000.0,,,,-8000000.0,8000000.0,0.0,0.0,BAM,,,,,,,110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4,87000000.0,93000000.0,,172000000.0,87000000.0,87000000.0,8000000.0,-8000000.0,,93000000.0,93000000.0,177000000.0,,388754746.0,388754746.0,0.23,0.23,93000000.0,93000000.0,93000000.0,95000000.0,95000000.0,,95000000.0,104000000.0,,8000000.0,-8000000.0,,-17000000.0,,,,-12000000.0,172000000.0,160000000.0,160000000.0,BAM,,,,,,,104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4,132000000.0,122000000.0,3000000.0,32000000.0,132000000.0,129000000.0,-7000000.0,7000000.0,,122000000.0,122000000.0,32000000.0,,395800000.0,390700000.0,0.31,0.31,122000000.0,122000000.0,122000000.0,122000000.0,122000000.0,52000000.0,122000000.0,123000000.0,-43000000.0,-7000000.0,7000000.0,,6000000.0,,,,6000000.0,32000000.0,38000000.0,38000000.0,BAM,,,-16000000.0,,,,123000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4,125000000.0,109000000.0,3000000.0,37000000.0,125000000.0,125000000.0,-15000000.0,16000000.0,1000000.0,109000000.0,109000000.0,37000000.0,,396300000.0,392100000.0,0.28,0.28,109000000.0,109000000.0,109000000.0,109000000.0,109000000.0,156000000.0,109000000.0,114000000.0,75000000.0,-15000000.0,16000000.0,1000000.0,10000000.0,,,,10000000.0,37000000.0,47000000.0,47000000.0,BAM,,,,,,,114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.4,0.0,125000000.0,4000000.0,4000000.0,0.0,-4000000.0,-56000000.0,56000000.0,,125000000.0,125000000.0,4000000.0,,403225806.0,403225806.0,0.31,0.31,125000000.0,125000000.0,125000000.0,125000000.0,125000000.0,93000000.0,125000000.0,129000000.0,-22000000.0,-56000000.0,56000000.0,,-4000000.0,2000000.0,,7000000.0,-4000000.0,4000000.0,0.0,0.0,BAM,,,0.0,,,,129000000.0,,2000000.0,,,,,,,,,,,,,7000000.0,7000000.0,,,,,,,,,,,,,
0.0,0.337773,,841827000.0,177618000.0,,,,3336037000.0,1522358000.0,4858395000.0,841827000.0,841827000.0,,,79496221.0,79496221.0,10.589522,10.589522,841827000.0,841827000.0,841827000.0,852158000.0,852158000.0,434648000.0,1286806000.0,,,,,,,,,2132376000.0,,,4935065000.0,4935065000.0,BAP,,,-10331000.0,,,,,120844000.0,,177618000.0,177618000.0,47650000.0,,,,239028000.0,,,,,,1893348000.0,721422000.0,,,,1119758000.0,,,,,4518000.0,47650000.0,,,
0.0,0.265125,,1238173000.0,159761000.0,,,,3243579000.0,1565058000.0,4808637000.0,1238173000.0,1238173000.0,,,79533000.0,79533000.0,15.568041,15.568041,1238173000.0,1238173000.0,1238173000.0,1263570000.0,1263570000.0,455865000.0,1719435000.0,,,,,,,,,1817816000.0,,,4955490000.0,4955490000.0,BAP,,,-25397000.0,,,,,92136000.0,,159761000.0,159761000.0,27754000.0,,,,171902000.0,,,,,,1645914000.0,518724000.0,,,,1061402000.0,,,,,38034000.0,27754000.0,,,
0.0,0.260805,,1401267000.0,160549000.0,,,,3186664000.0,1449090000.0,4635754000.0,1401267000.0,1401267000.0,,,79533000.0,79533000.0,17.618687,17.618687,1401267000.0,1401267000.0,1401267000.0,1429817000.0,1429817000.0,504472000.0,1934289000.0,,,,,,,,,1772905000.0,,,4910817000.0,4910817000.0,BAP,0.0,0.0,-28550000.0,0.0,,,,85274000.0,,160549000.0,160549000.0,25282000.0,,,0.0,174021000.0,,,,,,1598884000.0,513845000.0,,,,1054735000.0,,,,,5022000.0,25282000.0,,,
0.0,0.258657,,1384273000.0,160924000.0,,,,3125612000.0,1324017000.0,4449629000.0,1384273000.0,1384273000.0,,,79495000.0,79495000.0,17.413334,17.413334,1384273000.0,1384273000.0,1384273000.0,1414333000.0,1414333000.0,493466000.0,1907799000.0,,,,,,,,,1701515000.0,,,4729282000.0,4729282000.0,BAP,,,-30060000.0,,,,,63466000.0,,160924000.0,160924000.0,25116000.0,,,,135767000.0,,,,,,1565748000.0,502324000.0,,,,1029558000.0,,,,,8750000.0,25116000.0,,,
-12000000.0,0.4,584000000.0,37000000.0,335000000.0,2205000000.0,554000000.0,219000000.0,-78000000.0,103000000.0,25000000.0,55000000.0,37000000.0,3373000000.0,187000000.0,510000000.0,508000000.0,0.07,0.07,37000000.0,37000000.0,37000000.0,39000000.0,39000000.0,77000000.0,116000000.0,-25000000.0,5000000.0,-78000000.0,103000000.0,25000000.0,219000000.0,1168000000.0,176000000.0,995000000.0,1387000000.0,2205000000.0,3592000000.0,3592000000.0,BAX,-30000000.0,-30000000.0,-2000000.0,-20000000.0,,20000000.0,,-10000000.0,-3000000.0,,,,,,,,,,,,,995000000.0,1007000000.0,0.0,,0.0,-12000000.0,,,,,,,,,
-10500000.0,0.21,729000000.0,72000000.0,324000000.0,2413000000.0,679000000.0,355000000.0,-73000000.0,117000000.0,44000000.0,111500000.0,245000000.0,3520000000.0,329000000.0,509000000.0,507000000.0,0.48,0.48,245000000.0,245000000.0,245000000.0,246000000.0,73000000.0,165000000.0,238000000.0,-55000000.0,-5000000.0,-73000000.0,117000000.0,44000000.0,365000000.0,1107000000.0,172000000.0,935000000.0,1472000000.0,2413000000.0,3885000000.0,3885000000.0,BAX,-50000000.0,-50000000.0,-1000000.0,-57000000.0,,-5000000.0,,7000000.0,,,,,,33000000.0,0.0,,,,,,,,,173000000.0,0.0,29000000.0,,,,,,,,,,
210000.0,0.21,274000000.0,48000000.0,311000000.0,2591000000.0,275000000.0,-36000000.0,-128000000.0,136000000.0,8000000.0,47210000.0,2508000000.0,3759000000.0,-51000000.0,509000000.0,507000000.0,4.93,4.95,2508000000.0,2508000000.0,2508000000.0,2511000000.0,51000000.0,-223000000.0,-172000000.0,7000000.0,6000000.0,-128000000.0,136000000.0,8000000.0,-51000000.0,1168000000.0,166000000.0,1002000000.0,1117000000.0,2591000000.0,3708000000.0,3708000000.0,BAX,1000000.0,1000000.0,-3000000.0,11000000.0,,0.0,,-10000000.0,,,,,,-11000000.0,0.0,,,,,,,,,2460000000.0,0.0,0.0,,,,,,,,,,
-9240000.0,0.21,308000000.0,-195000000.0,315000000.0,2596000000.0,264000000.0,-51000000.0,-124000000.0,132000000.0,8000000.0,-160240000.0,-141000000.0,3725000000.0,-17000000.0,506000000.0,506000000.0,-0.28,-0.28,-141000000.0,-141000000.0,-141000000.0,-139000000.0,-193000000.0,10000000.0,-183000000.0,-41000000.0,3000000.0,-124000000.0,132000000.0,8000000.0,-18000000.0,1129000000.0,165000000.0,964000000.0,1111000000.0,2596000000.0,3707000000.0,3707000000.0,BAX,-44000000.0,-44000000.0,-2000000.0,-11000000.0,,-1000000.0,,-33000000.0,,,,,,-11000000.0,,,,,,,,,,54000000.0,,23000000.0,,,,,,,,,,
-16800000.0,0.21,534000000.0,-1000000.0,313000000.0,2238000000.0,454000000.0,141000000.0,-117000000.0,127000000.0,10000000.0,62200000.0,44000000.0,3303000000.0,129000000.0,505000000.0,505000000.0,0.09,0.09,44000000.0,44000000.0,44000000.0,45000000.0,0.0,14000000.0,14000000.0,-79000000.0,1000000.0,-117000000.0,127000000.0,10000000.0,210000000.0,1065000000.0,164000000.0,914000000.0,1275000000.0,2238000000.0,3513000000.0,3513000000.0,BAX,-80000000.0,-80000000.0,-1000000.0,-71000000.0,,63000000.0,,-9000000.0,-13000000.0,,,,,,,,,,,,,914000000.0,924000000.0,45000000.0,,8000000.0,-10000000.0,,,,,,,,,
0.0,0.070626,779000000.0,579000000.0,70000000.0,1575000000.0,779000000.0,709000000.0,-86000000.0,86000000.0,,579000000.0,579000000.0,2216000000.0,696000000.0,227000000.0,225940592.0,2.55,2.562621,579000000.0,579000000.0,579000000.0,579000000.0,579000000.0,44000000.0,623000000.0,13000000.0,13000000.0,-86000000.0,86000000.0,,696000000.0,641000000.0,,641000000.0,1337000000.0,1575000000.0,2912000000.0,2912000000.0,BBWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.253,313000000.0,119000000.0,70000000.0,880000000.0,313000000.0,243000000.0,-84000000.0,84000000.0,,119000000.0,119000000.0,1341000000.0,221000000.0,228000000.0,227000000.0,0.52,0.52,119000000.0,119000000.0,119000000.0,119000000.0,119000000.0,40000000.0,159000000.0,22000000.0,22000000.0,-84000000.0,84000000.0,,221000000.0,461000000.0,,461000000.0,682000000.0,880000000.0,1562000000.0,1562000000.0,BBWI,,,,,,,,,,,,,,,,461000000.0,,,,,,,,,,,,,,,,,,,,
0.0,0.219,279000000.0,99000000.0,66000000.0,937000000.0,279000000.0,213000000.0,-86000000.0,86000000.0,,99000000.0,99000000.0,1371000000.0,188000000.0,229000000.0,228000000.0,0.43,0.43,99000000.0,99000000.0,99000000.0,99000000.0,99000000.0,28000000.0,127000000.0,25000000.0,25000000.0,-86000000.0,86000000.0,,188000000.0,434000000.0,,434000000.0,622000000.0,937000000.0,1559000000.0,1559000000.0,BBWI,,,,,,,,,,,,,,,,434000000.0,,,,,,,,,,,,,,,,,,,,
0.0,0.277,264000000.0,81000000.0,63000000.0,800000000.0,264000000.0,201000000.0,-89000000.0,89000000.0,,81000000.0,81000000.0,1215000000.0,181000000.0,230000000.0,229000000.0,0.35,0.36,81000000.0,81000000.0,81000000.0,81000000.0,81000000.0,31000000.0,112000000.0,20000000.0,20000000.0,-89000000.0,89000000.0,,181000000.0,415000000.0,,415000000.0,596000000.0,800000000.0,1396000000.0,1396000000.0,BBWI,,,,,,,,,,,,,,,,,,,,,,415000000.0,415000000.0,,,,,,,,,,,,,
-28027397.260274,0.212329,951000000.0,460000000.0,221000000.0,11645000000.0,819000000.0,598000000.0,-14000000.0,14000000.0,,563972602.739726,460000000.0,13916000000.0,561000000.0,216800000.0,215900000.0,2.12,2.13,460000000.0,460000000.0,460000000.0,460000000.0,460000000.0,124000000.0,584000000.0,-132000000.0,,-14000000.0,14000000.0,,730000000.0,2271000000.0,,2271000000.0,3001000000.0,11645000000.0,14646000000.0,14646000000.0,BBY,-132000000.0,-132000000.0,,-169000000.0,,169000000.0,,37000000.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,
1976000.0,0.247,583000000.0,263000000.0,229000000.0,7524000000.0,591000000.0,362000000.0,-14000000.0,14000000.0,,256976000.0,263000000.0,9402000000.0,354000000.0,218300000.0,217800000.0,1.21,1.21,263000000.0,263000000.0,263000000.0,263000000.0,263000000.0,86000000.0,348000000.0,8000000.0,,-14000000.0,14000000.0,,354000000.0,1878000000.0,,1878000000.0,2232000000.0,7524000000.0,9756000000.0,9756000000.0,BBY,8000000.0,8000000.0,,0.0,,0.0,,8000000.0,,,,,,,,,,,,,1000000.0,,,,0.0,,,,,,,,,,,
10440000.0,0.261,577000000.0,274000000.0,236000000.0,7363000000.0,617000000.0,381000000.0,-12000000.0,12000000.0,,244440000.0,274000000.0,9242000000.0,348000000.0,219000000.0,218600000.0,1.25,1.25,274000000.0,274000000.0,274000000.0,274000000.0,274000000.0,96000000.0,369000000.0,40000000.0,,-12000000.0,12000000.0,,341000000.0,1879000000.0,,1879000000.0,2220000000.0,7363000000.0,9583000000.0,9583000000.0,BBY,40000000.0,40000000.0,,28000000.0,,-7000000.0,,12000000.0,,,,,,,,,,,,,1000000.0,,,,21000000.0,,,,,,,,,,,
6990000.0,0.233,539000000.0,244000000.0,237000000.0,7317000000.0,569000000.0,332000000.0,-12000000.0,12000000.0,,220990000.0,244000000.0,9165000000.0,311000000.0,219900000.0,218900000.0,1.11,1.11,244000000.0,244000000.0,244000000.0,244000000.0,244000000.0,75000000.0,320000000.0,30000000.0,,-12000000.0,12000000.0,,302000000.0,1848000000.0,,1848000000.0,2150000000.0,7317000000.0,9467000000.0,9467000000.0,BBY,30000000.0,30000000.0,,9000000.0,,-9000000.0,,21000000.0,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,
-91926163.723917,0.266453,2646000000.0,449000000.0,1262000000.0,1875000000.0,2301000000.0,1039000000.0,-368000000.0,416000000.0,32000000.0,702073836.276083,449000000.0,4708000000.0,,912300000.0,912300000.0,0.44,0.44,402000000.0,402000000.0,449000000.0,457000000.0,457000000.0,166000000.0,623000000.0,-312000000.0,18000000.0,-368000000.0,416000000.0,32000000.0,1303000000.0,2833000000.0,,1097000000.0,4136000000.0,1875000000.0,6011000000.0,6011000000.0,BCE,-345000000.0,-345000000.0,-8000000.0,-249000000.0,-7000000.0,229000000.0,15000000.0,-96000000.0,474000000.0,1262000000.0,1262000000.0,,,,13000000.0,,,316000000.0,316000000.0,47000000.0,,1097000000.0,,,,,1097000000.0,-16000000.0,,,946000000.0,,,,,
-44930232.55814,0.325581,2445000000.0,430000000.0,1253000000.0,2294000000.0,2307000000.0,1054000000.0,-347000000.0,409000000.0,62000000.0,523069767.44186,430000000.0,5159000000.0,,912300000.0,912300000.0,0.42,0.42,382000000.0,382000000.0,430000000.0,435000000.0,435000000.0,210000000.0,645000000.0,-322000000.0,4000000.0,-347000000.0,409000000.0,62000000.0,1314000000.0,2865000000.0,,1104000000.0,4179000000.0,2294000000.0,6473000000.0,6473000000.0,BCE,-138000000.0,-138000000.0,-5000000.0,-67000000.0,4000000.0,41000000.0,-188000000.0,-71000000.0,508000000.0,1253000000.0,1253000000.0,,,0.0,109000000.0,,,299000000.0,299000000.0,48000000.0,,1104000000.0,,,,,1104000000.0,,,,954000000.0,,,,,
-40926315.789474,0.255789,2726000000.0,687000000.0,1232000000.0,1842000000.0,2566000000.0,1334000000.0,-331000000.0,384000000.0,53000000.0,806073684.210526,687000000.0,4645000000.0,,912300000.0,912300000.0,0.7,0.7,640000000.0,640000000.0,687000000.0,707000000.0,707000000.0,243000000.0,950000000.0,-154000000.0,20000000.0,-331000000.0,384000000.0,53000000.0,1435000000.0,2803000000.0,,1081000000.0,4238000000.0,1842000000.0,6080000000.0,6080000000.0,BCE,-160000000.0,-160000000.0,-20000000.0,-31000000.0,-21000000.0,10000000.0,-14000000.0,-129000000.0,490000000.0,1232000000.0,1232000000.0,,,,0.0,,,295000000.0,295000000.0,47000000.0,,1081000000.0,,,,,1081000000.0,,,,937000000.0,,,,,
-16000000.0,0.4,2311000000.0,375000000.0,1232000000.0,1836000000.0,2271000000.0,1039000000.0,-332000000.0,369000000.0,37000000.0,399000000.0,375000000.0,4653000000.0,,912500000.0,912200000.0,0.37,0.37,329000000.0,329000000.0,375000000.0,397000000.0,397000000.0,273000000.0,670000000.0,-411000000.0,-2000000.0,-332000000.0,369000000.0,37000000.0,1413000000.0,2817000000.0,,1105000000.0,4230000000.0,1836000000.0,6066000000.0,6066000000.0,BCE,-40000000.0,-40000000.0,-22000000.0,-120000000.0,-19000000.0,100000000.0,-369000000.0,80000000.0,480000000.0,1232000000.0,1232000000.0,,,1000000.0,0.0,,,296000000.0,296000000.0,46000000.0,,1105000000.0,,,,,1105000000.0,,,,936000000.0,,,,,
-4593572.778828,0.255198,2621000000.0,771000000.0,1201000000.0,1954000000.0,2603000000.0,1402000000.0,-303000000.0,344000000.0,14000000.0,784406427.221172,771000000.0,4717000000.0,,912300000.0,912100000.0,0.79,0.79,725000000.0,725000000.0,771000000.0,788000000.0,788000000.0,270000000.0,1058000000.0,24000000.0,24000000.0,-303000000.0,344000000.0,14000000.0,1337000000.0,2763000000.0,,1116000000.0,4100000000.0,1954000000.0,6054000000.0,6054000000.0,BCE,-18000000.0,-18000000.0,-17000000.0,-36000000.0,47000000.0,49000000.0,18000000.0,18000000.0,446000000.0,1201000000.0,1201000000.0,,,,34000000.0,,,283000000.0,283000000.0,46000000.0,,1116000000.0,,,,,1116000000.0,-27000000.0,,,918000000.0,,,,,
-15251000.0,0.151,1430000000.0,537000000.0,571000000.0,2741000000.0,1329000000.0,758000000.0,-99000000.0,125000000.0,26000000.0,622749000.0,537000000.0,4210000000.0,734000000.0,290344000.0,289518000.0,1.85,1.85,537000000.0,537000000.0,537000000.0,537000000.0,537000000.0,96000000.0,633000000.0,-103000000.0,-2000000.0,-99000000.0,125000000.0,26000000.0,835000000.0,1469000000.0,299000000.0,1193000000.0,2304000000.0,2741000000.0,5045000000.0,5045000000.0,BDX,-101000000.0,-101000000.0,,-101000000.0,,101000000.0,,,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16200000.0,0.216,1106000000.0,281000000.0,561000000.0,2679000000.0,1031000000.0,470000000.0,-77000000.0,111000000.0,34000000.0,339800000.0,281000000.0,4193000000.0,439000000.0,291398000.0,290113000.0,0.96,0.97,281000000.0,281000000.0,281000000.0,281000000.0,281000000.0,77000000.0,359000000.0,-79000000.0,-4000000.0,-77000000.0,111000000.0,34000000.0,513000000.0,1514000000.0,290000000.0,1213000000.0,2027000000.0,2679000000.0,4706000000.0,4706000000.0,BDX,-75000000.0,-75000000.0,,-75000000.0,,75000000.0,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27381215.469613,0.154696,1058000000.0,154000000.0,587000000.0,3386000000.0,881000000.0,294000000.0,-104000000.0,113000000.0,9000000.0,303618784.530387,108000000.0,4602000000.0,349000000.0,292701000.0,290590000.0,0.37,0.37,108000000.0,108000000.0,108000000.0,108000000.0,154000000.0,28000000.0,181000000.0,-202000000.0,-25000000.0,-104000000.0,113000000.0,9000000.0,485000000.0,1216000000.0,281000000.0,1138000000.0,1701000000.0,3386000000.0,5087000000.0,5087000000.0,BDX,-177000000.0,-177000000.0,,-138000000.0,,138000000.0,,,-203000000.0,,,,,,,,,,,0.0,,,,-46000000.0,,,,,,,,,,,,
-9520000.0,0.136,1231000000.0,407000000.0,571000000.0,2778000000.0,1161000000.0,590000000.0,-95000000.0,119000000.0,24000000.0,467480000.0,407000000.0,4261000000.0,549000000.0,287944000.0,286317000.0,1.36,1.37,392000000.0,392000000.0,407000000.0,407000000.0,407000000.0,64000000.0,471000000.0,-53000000.0,17000000.0,-95000000.0,119000000.0,24000000.0,617000000.0,1483000000.0,306000000.0,1190000000.0,2100000000.0,2778000000.0,4878000000.0,4878000000.0,BDX,-70000000.0,-70000000.0,,-70000000.0,,70000000.0,,,-13000000.0,,,,,,,,,,,15000000.0,,,,0.0,,,,,,,,,,,,
